,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
197604,-3.18,-2.62,0.08,-0.43,0.91,-0.08,1.53,-0.01,0.03,-1.72
197605,-2.43,-1.18,-1.34,0.07,-1.63,1,2.32,-0.46,-1.51,0.45
197606,4.18,6.06,3,5.08,2.81,4.64,5.32,5.62,4.84,6.18
197607,-0.84,-1.63,-0.51,-1.1,-0.28,-0.51,-0.38,0.79,-0.02,-0.38
197608,0.66,-1.35,-1.31,0.6,0.9,0.15,-0.52,1.73,-2.24,-2.44
197609,1,2.15,0.69,3.7,4.2,3.93,1.91,3.67,5.05,4.05
197610,-3.07,-1.98,-1.05,-1.59,-1.18,-3.23,-2.98,-0.48,-1.34,-2.62
197611,-1.77,-0.46,2.06,1.77,2.48,0.31,1.21,2.23,2.99,3.49
197612,2.49,5.87,6.12,7.5,6.4,6.86,8.29,6.2,7.38,9.72
197701,-10.13,-5.89,-3.92,-4,-1.22,-1.26,0.66,-0.79,0.98,2.49
197702,-1.5,-1.28,-1.95,-2.94,-1.44,-2.71,-1.98,-0.09,-1.23,-1.54
197703,-2.31,-0.93,-0.03,-2.05,-1.17,-0.18,-0.4,-0.4,-1.56,0.25
197704,-3,-1.61,1.16,1,1.52,2.66,2.66,1.56,2.99,3.72
197705,-2.4,-2.75,-1.14,0.09,-0.08,-0.91,-0.02,0.24,-1.19,0.81
197706,7.95,5,4.03,4.66,4.66,4.38,4.77,3.31,4.47,7.05
197707,-0.92,-0.72,-1.86,-1.16,-1.54,-1.52,-2.08,-1.94,-0.42,-1.22
197708,3.24,0.22,-1.89,-2.06,-3.13,-2.78,-4.09,-2.62,-3.13,-3.42
197709,-1.25,-1.41,0.09,0.15,-0.01,0.66,-0.53,2.83,1.22,2.07
197710,-5.01,-4.03,-4.18,-4.43,-2.61,-4.05,-2.73,-4,-3.19,-2.89
197711,4.85,4.78,3.54,5.17,4.28,4.47,4.08,2.92,5.55,6.69
197712,-0.76,1.21,0.41,0.25,1.85,-0.36,1.45,1.09,1.24,1.29
197801,-6.21,-5.48,-6.11,-6.01,-4.89,-5.21,-6.16,-5.66,-4.46,-4.41
197802,-2.84,-2.8,-1.89,-0.96,-0.87,-0.89,-0.6,2.2,0.23,1.6
197803,2.64,0.81,6.28,3.61,3.42,3.53,3.02,4.05,5.16,5.46
197804,12.13,11.6,8.57,6.63,7.26,7.71,7.16,5.92,4.88,8.34
197805,2.97,1.8,2.13,2.26,3.19,2.35,1.72,0.07,3.4,3.64
197806,-0.63,-0.62,-1.37,-0.83,-2.02,-1.54,-2.24,-1.74,-0.71,-1.54
197807,6.61,8.08,6.04,5.84,4.95,4.56,4.08,5.41,3.53,7.61
197808,2.89,4.13,5.02,4.34,5.6,3.84,5.21,5.73,3.67,4.67
197809,-2.47,-3.32,-1.94,-1.45,1.24,-0.2,-0.15,-0.58,1.84,-0.12
197810,-11.75,-9.5,-11.57,-12.35,-10.23,-10.87,-12.68,-11.69,-8.82,-17.05
197811,4.1,3.06,1.12,2.84,3.7,4.7,3.99,2.51,3.33,6.37
197812,2.6,3.88,0.71,1.43,0.12,1.22,0.59,1.49,0.62,2.69
197901,2.88,3.34,6.65,5.37,5.56,5.95,6.18,5.69,5.07,5.57
197902,-4.51,-3.7,-3.82,-2.62,-2.6,-2.56,-1.99,-3.62,-1.4,-2.59
197903,5.49,5.84,5.89,5.79,6.73,4.8,8.91,8.43,5.49,9.97
197904,0.49,0.02,0.65,-0.12,-0.26,0.42,0.86,1.28,1.58,2.49
197905,-2.3,-2.29,-1.32,0.2,-1.38,-0.45,-1.83,-1.42,-1.19,-1.89
197906,3.3,1.74,4.77,6.33,6.99,4.89,6.63,5.79,4.2,6.38
197907,0.5,-0.92,2.48,1.96,2.45,3.32,2.25,1.43,2.98,2.43
197908,7.88,6.09,5.96,6.25,5.7,6.19,6.67,4.79,6.93,7.27
197909,-1.09,-2.4,-1.06,-0.35,0.88,-0.3,2.67,0.11,1.07,1.24
197910,-6.34,-7.74,-7.67,-8.56,-6.53,-9.15,-5.36,-5.53,-6.78,-9.45
197911,7.4,6.08,5.72,6.34,5.25,5.71,6.71,6.02,7.26,3.13
197912,3.32,2.07,3.86,3.43,0.98,2.28,4.13,0.48,3.57,3.29
198001,1.49,3.9,6.05,5.15,7.47,4.59,8.47,6.52,9.67,9.71
198002,-2.55,-4.76,-4.79,-1.99,3.1,-2.79,3.52,3.07,-0.06,0.33
198003,-8.67,-8.86,-10.79,-10.81,-11.12,-10.3,-14.43,-10.61,-13.66,-14.68
198004,4.1,4.33,5.33,6.53,5.39,8.32,5.06,5.24,4.9,1.94
198005,7.16,5.12,6.13,6.74,7.71,5.14,5.03,4.94,6.11,5.81
198006,1.65,4.11,4.23,4.83,3.47,2.71,2.31,3.33,4.88,2.39
198007,11.87,11.59,10.82,7.37,6.17,3.22,4.34,4.37,4.58,6.03
198008,3.36,2.89,2.48,1.53,1.31,2.14,0.38,1.83,2.66,3.49
198009,5.7,3.27,2,2.85,3.04,5.11,3.6,1.77,1.53,1.75
198010,1.9,0.61,1.2,1.89,2.47,4.03,2.15,5.71,-0.36,1.6
198011,14.46,10.08,7.85,8.91,8.02,14.17,8.72,14.26,8.57,12.43
198012,0.15,-2.19,-1.85,-2.03,0.04,-6.08,-1.58,-5.36,-4.38,-6.71
198101,-7.06,-4.14,-4.03,-3.41,-4.57,-6.73,-2.15,-4.16,0.13,-4.86
198102,1.35,3.16,3.34,3.7,0.59,1.46,1.27,-1.02,2.21,2.87
198103,6.07,5.98,3.82,4.66,8.35,5.09,3.73,1.48,1.97,3.25
198104,1.46,-0.62,-1.88,-1.12,-1.4,-6.66,-0.99,0.31,1.61,-1.21
198105,4.32,1.89,1.39,1.17,0.15,-0.01,-0.16,-0.41,1.9,-0.51
198106,-6.83,-4.21,-2.34,-1.32,0.78,3.38,2.13,3.06,0.04,0.35
198107,-0.66,0.58,-0.65,-0.22,-1.75,0.28,-0.85,2.41,0.06,-0.43
198108,-9.19,-7.68,-6.91,-5.27,-5.66,-5.68,-4.76,-4.77,-3.82,-3.78
198109,-8.44,-6.55,-6.11,-3.88,-5.66,-7.88,-5.46,-7.19,-5.5,-0.98
198110,8.95,8.11,8.22,4.21,7.03,8.64,6.66,4.27,2.42,4.59
198111,0.82,3.89,3.77,5.71,4.54,7.28,4.55,4.56,6.44,2.55
198112,-3.13,-2.71,-2.26,-2.05,-2.74,-4.05,-3.19,-2.2,-3.57,-1.56
198201,-2.95,-3.58,-1.89,0.45,-2,-4.75,-3.83,-2.34,-1.54,-2.17
198202,-8.35,-6.11,-5.51,-5.57,-5.01,-4.98,-2.88,-2.13,-1.34,-4.44
198203,-2.8,-3.16,0.16,-0.8,-0.53,-2.02,0.63,0.14,0.44,1.15
198204,4.9,6.11,4.59,6.41,5.03,4.87,4.04,2.95,3.83,0.59
198205,-4.59,-3.75,-3.63,-2.9,-5.01,-2.55,-1.25,-4.14,0.3,-0.89
198206,-4.01,-3.07,-1.42,-0.85,-0.52,-2.61,-0.88,-0.77,-1.03,-4.24
198207,-1.8,-1.14,-2.43,-0.7,1.06,-2.57,-4.04,-4.95,-0.31,-5.26
198208,11.11,12.57,13,10.77,9.62,12.46,11.06,13.43,11.97,13.15
198209,1.86,0.94,2.49,1.91,3.24,3.38,2.13,1.45,0.75,1.12
198210,15.35,13.97,15.52,12.31,12.92,12.48,7.76,9.74,9.04,8.09
198211,10.34,7.43,8.19,4.69,6.56,5.36,2.72,1.6,3.2,0.85
198212,-1.36,0.25,0.74,-0.68,3.74,1.5,1.55,1.5,0.43,4.18
198301,6.27,2.61,0.86,0.91,4.83,1.99,4.7,3.99,9.1,4.07
198302,3.52,3.44,4.84,4.22,3.06,5.03,2.37,3.62,0.63,2.6
198303,2.74,2.58,4.87,2.32,3.12,5.23,4.89,3.71,1.71,5.56
198304,5.72,5.15,7.58,5.87,9.43,7.92,7.48,7.83,6.37,8.95
198305,2.81,1.67,1.2,-0.59,-1.56,1.93,0.96,0.78,0.81,1.33
198306,5.22,5.59,5.16,3.12,5.15,2.36,2.35,2.49,1.06,3.51
198307,-6.31,-6.14,-4.17,-5.41,-2.07,-2.67,-1.79,-2.76,0.69,-1.49
198308,-3.32,-1.34,-2.5,-0.64,0.48,-0.28,0.03,2.3,3.66,5.45
198309,0.01,2.54,2.02,3.45,3.8,2.68,2.48,1.77,0.76,-0.42
198310,-9.87,-4.38,-1.15,-2.3,-0.85,0.34,-2.66,-1.61,-0.63,-0.86
198311,8.09,2.73,3.77,3.98,-0.76,2.03,4.63,2.89,2.37,0.11
198312,-2.33,-1.75,-3.43,-0.8,1.81,-0.31,-0.81,-1.07,-2.18,0.51
198401,-7.4,-4.91,-3.1,-3.52,-3.93,-1.36,-0.63,1.22,4.07,6.48
198402,-7.15,-5.05,-3.83,-5.1,-4.12,-4.36,-5.1,-4.18,-1.59,0.26
198403,0.96,1.61,1.68,3.38,2.95,0.01,1.82,0.83,-0.74,-0.13
198404,-0.77,-0.26,-0.3,0.44,0.41,0.66,-0.42,0.37,1.78,3.34
198405,-7.04,-7.1,-5.53,-4.4,-3.42,-5.89,-5.23,-4.33,-4.24,-3.67
198406,4.64,4.52,5.69,2.33,2.15,3.62,3.05,0.88,1.13,3.46
198407,-4.74,-4.05,-0.36,-2.26,0.69,-1.08,-1.6,-2.56,-2.38,-1.3
198408,14.38,13.06,10.35,10.2,11.49,10.11,10.25,12.61,12.07,9.59
198409,-5.46,-1.84,-2.62,-1.65,-1.34,0.89,0.7,0.62,2.54,4.42
198410,-2.07,-1.11,0.42,2.18,0.94,0.67,1.11,0.67,-1.06,0.85
198411,-4.67,-2.51,-1.14,-1.11,-1.7,-0.68,-0.55,-0.57,0.22,0.52
198412,0.88,3.25,3.49,2.95,1.5,2.94,3.03,3.07,2.31,2.53
198501,14.34,11.23,8.52,10.26,9.87,8.74,8.21,8.99,6.05,4.22
198502,0.65,0.99,1.07,1.47,0.73,2.65,2.34,3.84,3.66,1.3
198503,-3.19,-3.63,0.24,-0.3,-3.04,1.56,0.52,0.83,1.99,1.54
198504,-1.99,-2.13,-1.02,-1.13,-0.73,0.01,-0.66,-0.48,1.82,1.36
198505,5.08,5.51,6.07,7.62,5.31,7.99,7.42,5.44,5.02,5.01
198506,1.33,2.04,2.45,2.28,-0.43,1.15,2.23,2.75,2.04,2.01
198507,-0.18,1.37,0.14,-1.05,1.57,-1.33,-0.56,-0.58,-1.53,-1.25
198508,-2.54,-1.72,-0.82,-0.5,-1.12,0.06,-0.8,0.74,1.35,0.32
198509,-5.54,-4.38,-3.91,-4.55,-2.78,-2.06,-4.34,-3.69,-3.11,-3.91
198510,5.7,4.29,2.77,4.76,4.75,5.23,4.07,5.81,5.64,4.57
198511,9.13,9.1,9.82,8.37,7.17,6.63,8.29,4.47,4.57,5.46
198512,5.1,4.47,5.42,4.23,6.17,4.79,5.53,2.75,4.57,3.57
198601,2.86,1.74,1.69,2.61,-1.31,1.98,-0.64,-1.31,0,2.78
198602,8.16,9.32,8.56,7.78,6.59,9.07,9.32,7.06,6.65,7.05
198603,6.66,4.2,6.89,5.91,4.32,6.38,6.67,4.23,5,5.58
198604,-0.89,0.81,1.24,-0.31,0.76,-1.73,0.35,-1.04,-2,-3.88
198605,6.79,5.56,5.49,6.04,4.11,5.75,4.89,5.63,5.64,3.92
198606,0.96,1.52,3.32,1.71,-0.26,2.02,1,2.9,2.09,2.57
198607,-8.4,-7.3,-5.51,-6.43,-8.28,-6.77,-6.79,-4.99,-0.71,-2.29
198608,6.38,4.78,4.57,5.64,4.89,6.47,5.79,7.48,9.92,9.88
198609,-9.25,-8.69,-10.81,-11.21,-7.82,-8.83,-7.14,-6.14,-7.06,-7.29
198610,5.06,6.65,7.42,6.88,2.29,4.83,6.96,7.68,3.67,4.26
198611,2.04,0.89,2.18,1.37,3.08,0.95,0.85,2.09,1.69,1.8
198612,-2.62,-1.93,-0.93,-3.04,-2.79,-4.24,-3.48,-2.76,-2.44,-3.29
198701,15.15,14.71,14.22,13.52,11.69,12.97,11.54,12.19,12.36,11.7
198702,8.51,10.2,6.03,7.21,6.94,5.9,5.62,-0.08,-0.57,-0.42
198703,1.69,0.09,1.66,1.28,2.87,1.58,0.74,3.86,2.52,3.27
198704,-1.25,-3.64,-2.32,-2.89,0.56,-3.04,-1.67,-1.45,-2.57,-0.68
198705,0.47,2.01,0.75,1.65,0.64,0.18,-0.32,0.32,0.13,0.25
198706,4.33,3.09,5.32,4.37,4.62,5.16,5.56,5.7,4.74,4.54
198707,5.64,4.99,5.74,5.65,3.79,2.63,5.58,2.45,1.55,3.86
198708,5.04,3.6,5.01,3.92,4.16,6.08,4.62,2.6,4,3.83
198709,-3.01,-3.41,-0.36,-1.49,-2.19,-4.83,-1.9,-3.41,-1.56,-1.65
198710,-26.04,-23.59,-22.01,-23.87,-24.73,-23.33,-23.86,-19.78,-14.86,-18.43
198711,-8.03,-7.71,-9.69,-7.97,-6.38,-8.14,-5.67,-7.07,-8.12,-6.25
198712,6.98,9.09,10.5,7.32,7.46,7.59,8.27,7.28,4.53,4.51
198801,1.8,2.33,1.38,4.69,5.78,2.5,1.86,7.02,7.68,8.68
198802,7.27,5.64,4.48,4.04,5.35,7.03,7.43,3.58,2.36,3.51
198803,-1.86,-0.84,-3.19,-2.3,-2.17,-3.7,-1.48,-2.17,-2.7,-1.25
198804,0.79,-0.4,-0.69,0.34,-0.01,1.78,-0.34,2.29,2.27,2.21
198805,0.19,0.51,-0.73,0.93,-0.1,-0.83,-0.78,1.55,2.41,1.62
198806,7.17,4.08,4.5,5.7,5.84,7.85,5.59,3.38,3.95,5
198807,-1.33,-1.96,-1.93,-1.02,-0.97,-0.09,1.01,-0.18,-0.86,-0.05
198808,-2.79,-3.7,-2.09,-2.18,-3.94,-1.82,-1.34,-3.7,-1.8,-3.19
198809,4.46,5.61,4.01,4.22,4.37,5.23,1.95,2.63,4.51,3.35
198810,-0.99,0.09,3.2,2.69,2.99,4.57,0.88,2.7,1.52,4.14
198811,-1.71,-1.39,-2.08,-3.18,-2.48,-1.41,-1.64,-0.57,-1.48,-0.84
198812,2.47,2.47,2.59,1.8,2.96,2.99,0.82,1.84,1.6,1.21
198901,7.36,5.2,7.64,5.8,6.33,6.39,6.25,7.18,6.69,7.56
198902,-1.41,-2.08,-2.48,-2.24,-2.23,-0.23,-1.62,-1.83,-1.4,-2.49
198903,3.2,1.09,2.78,3.79,-0.98,3.32,0.8,4.45,2.5,0.5
198904,6.12,7.16,4.81,5.69,4.8,4.62,2.66,5.49,6.01,2.88
198905,4.8,5.48,4.23,4.28,2.67,4.76,4.06,3.32,4.16,3.55
198906,-1.59,-2.21,-0.47,-1.14,0.08,-0.33,0.37,-0.9,-0.4,1.85
198907,7.72,9.94,10.31,10.2,8.09,7.04,5.76,7.68,6.57,7.4
198908,1.81,1.23,0.45,1.45,2.1,2,1.76,0.91,2.79,7.12
198909,0.08,1.45,0.87,0.62,-2.3,-0.44,-1.24,0.02,0.94,-2.31
198910,-3.03,-1.84,-1,-2.5,-3.15,-4.44,-2.07,-3.59,-1.07,-7.72
198911,2.18,1.79,2.53,4.13,0.94,2.06,1.09,1.34,2.23,-0.7
198912,1.12,1.76,1,0.41,0.71,0.91,1.88,3.57,5.02,0.51
199001,-4.81,-8.48,-8.61,-6.48,-5.78,-6.99,-6.5,-9.5,-6.98,-7.59
199002,1.73,1.03,0.35,1.17,1.69,2.04,2.09,1.75,1.21,3.83
199003,2.54,4.65,2.69,2.3,4.11,1.99,1.13,2.55,1.2,1.73
199004,-2.08,-0.66,-1.38,-2.85,-0.42,-4.37,-3.05,-3.75,-3.62,-5.39
199005,11.23,12.73,10.02,10.18,9.46,9.37,8.41,7.2,6.56,7.38
199006,2.4,0.85,2.13,-0.36,1.11,-2.85,-0.76,-2.74,-2.44,-2.4
199007,-1.28,0.6,-3.01,-0.17,-2.08,-1.18,-1.24,0.9,-3.58,0.13
199008,-8.92,-9.13,-10.21,-8.75,-10,-8.74,-9.12,-8.32,-10.87,-10.62
199009,-7.26,-6.33,-6.85,-7.49,-2.33,-4.26,-0.25,-4.39,-5.85,-7.25
199010,-1.58,-0.59,-0.76,-1.18,-2.49,-1.01,0.53,1.73,0.68,-4
199011,10.03,7.63,7.43,7.75,7.46,3.23,4.65,6.14,5.96,4.6
199012,3.4,2.91,3.86,3.42,3.44,1.47,2.17,4.22,3.11,2.05
199101,6.76,4.97,4.17,5.75,8.26,2.94,0.22,2.87,7.11,6.94
199102,8.91,7.5,8.89,8.33,7.51,6.95,4.61,6.26,5.93,7.95
199103,3.79,4.16,5.07,4.31,0.8,2.77,2.94,1.71,0.68,0.69
199104,0.21,-1.28,-1.06,0.49,-1.56,1.96,1.03,1.14,1.36,1.95
199105,5.83,3.52,4.19,4.59,4.91,2.23,0.66,3.23,4.48,8.42
199106,-3.8,-6.27,-3.9,-4.12,-6.05,-2.85,-2.19,-3.72,-4.72,-4.75
199107,7.78,5.24,5.37,2.86,2.96,3.74,3.96,4.32,4.61,5.81
199108,4.18,2.5,2.91,3.63,2.9,1.76,0.93,1.95,2.79,6.15
199109,-1.47,-3.16,-1.76,-1.87,-1.01,0.59,1.03,-1.72,-1.21,-1.15
199110,2.71,1.63,0.11,1.73,-0.3,1.93,0.14,2.71,3.25,2.52
199111,0.06,-3.56,-2.48,-4.07,-4.07,-3.57,-4.98,-5.07,-6.49,-7.24
199112,14.92,13.18,13.76,13.97,10.4,8.67,6.27,8.71,9.13,6.06
199201,-3.55,-0.13,-0.85,-2.6,1.99,-2.02,-0.76,-0.02,4.81,7.69
199202,0.99,0.05,-0.22,2.37,0.9,-0.05,1.25,2.11,3.65,4.85
199203,-3.41,-3.12,-1.56,-2.4,-2.42,-2.74,-1.08,1.13,-1.87,-3.16
199204,-2.16,0.68,-0.21,0.94,2.39,5.38,5.71,4.15,2.29,1.83
199205,1.6,-0.02,0.84,0.87,0.91,0.6,0.41,-0.15,0.39,0.02
199206,-3.54,-3.98,-1.07,-1.26,-1.96,0.07,-1.04,-1.99,-2.12,-3.12
199207,3.34,4.36,1.95,6.41,3.41,2.59,5.1,5.46,5.37,3.84
199208,-1.94,-0.55,-1.72,-1.63,-3.95,-1.97,-1.33,-0.61,-0.9,-2.09
199209,-0.71,0.74,1.79,2.93,1.86,3.19,1.04,1.5,1.76,1.68
199210,1.34,2.93,2.92,0.6,1.7,0.98,0.82,-0.92,-0.28,1.77
199211,4.86,4.67,5.63,3.92,5.38,4.8,1.28,0.91,2.95,5.32
199212,-1.61,1.59,0.97,0.59,2.47,2.34,2.31,3.78,4.75,2.89
199301,1.03,-1.52,-0.8,-0.06,1.16,0.17,1.78,1.83,2.13,4.74
199302,-2.61,-1.31,-0.55,-0.85,0.74,0.56,3.32,4.74,3.27,3.88
199303,1,2.62,1.98,1.55,2.34,3.61,2.78,3.04,2.37,3.55
199304,-6.08,-2.45,-2.86,-5.73,-3.82,-2.2,-0.22,-1.84,-0.68,-1.69
199305,6.04,3.7,3.4,1.96,3.35,2.15,1.98,1.9,1.91,2.57
199306,-1.75,0.05,-0.99,-0.15,-0.33,1.49,-0.41,2.2,3.29,2.23
199307,-1.08,-0.26,-3.61,-1.64,0.67,-0.56,0.64,0.85,1.96,1.49
199308,3.69,2.69,4.82,3.1,3.5,3.86,3.99,3.53,4,4.41
199309,1.66,-0.5,0.68,-0.05,-0.5,-0.46,0.15,-0.8,0.31,2.61
199310,3.55,2.78,1.67,2.84,-0.65,1.41,0.37,0.39,1.18,-2.11
199311,-0.61,-0.49,0.52,-1.43,-0.64,-1.16,-2.09,-3.68,-4.61,-3.28
199312,0.17,2.94,1.97,3.44,3.22,1.91,2.04,-0.46,1.55,2.27
199401,4.11,0.49,1.62,3.75,3.99,4.54,2.56,2.75,1.89,3.84
199402,-1.12,-1.23,-3.18,-1.09,-1.31,-1.87,-1.45,-4.07,-4.42,-2.68
199403,-5.94,-4.51,-4.03,-4.78,-3.49,-4.81,-4.51,-3.48,-4.14,-3.69
199404,0.22,0.22,2.05,1.91,0.64,2,0.87,0.48,1.1,1.68
199405,0.13,0.6,2.79,1.16,2.76,1.69,-0.19,0.36,-0.89,0.97
199406,-2.86,-2.57,-3.98,-2.81,-3.61,-1.07,-3.24,-0.64,-1.41,-2.27
199407,2.4,3.58,3.9,2.02,3.26,2.54,3.09,3.37,4.19,2.04
199408,7.43,5.91,2.66,5.08,5.11,2.92,3.61,2.93,0.63,3.92
199409,-0.44,0.07,-2.42,-1.91,-2.24,-3.88,-1.93,-3.12,-3.68,-2.56
199410,3.24,2.13,1.88,1.37,2.86,-0.36,0.2,3.08,2.31,1.82
199411,-3.04,-1.92,-2.86,-3.94,-3.85,-4.14,-5.27,-2.67,-3.35,-5.08
199412,1.1,-0.29,4.16,2.19,2.26,2.42,1.01,0.3,0.05,0.26
199501,1.2,1.34,3.4,3.09,2.14,0.37,2.48,4.67,2.86,1.78
199502,2.34,4.23,4.26,3.73,3.2,6.45,3.63,4.56,4.01,4.68
199503,2.77,4.55,2.01,2.27,2.25,2.78,2.55,2.14,2.48,0.94
199504,1.19,0.11,1.56,3.16,4.3,2.26,1.97,4.46,3.26,3.43
199505,1.94,4.05,2.51,2.76,3.92,4.37,3.78,5,5.17,4.54
199506,5.52,4.62,2.34,3.05,2.31,1.21,3.1,2.15,0.8,3.9
199507,6.16,3.91,3.81,4,3.36,2.32,3.09,4.27,4.52,4.74
199508,1.06,-0.4,-0.23,1.02,1.14,0.66,0.48,1.96,2.53,2.3
199509,3.31,2.92,5.55,3.34,6.07,3.97,2.53,2.65,4.75,3.15
199510,-0.43,-1.5,-0.64,0.17,-1.42,-0.07,-0.08,-1.42,-0.86,-3.27
199511,4.32,4.76,5.77,1.98,5.11,4.19,2.65,5.15,4.16,5.27
199512,-0.16,-0.01,0.19,1.48,2.64,4.21,2.01,0.71,3.52,1.99
199601,1.48,2.2,4.08,3.51,2.54,2.48,2.27,4.63,2.08,2.89
199602,4.27,1.54,0.49,3.38,-0.04,0.03,1.5,4.6,-0.11,1.58
199603,0.52,1.66,0.39,1.63,1.92,0.72,2.72,-0.68,0.22,3.44
199604,4.25,3.17,1.15,2.26,1.14,0.82,3.24,0.2,1.57,2.53
199605,3.71,3.33,3.6,1.92,2.6,1.18,2.42,2.51,1.56,2.05
199606,-2.05,-0.97,-0.21,-0.18,1.26,1.11,-0.62,-0.07,0.92,-3.01
199607,-8.58,-4.24,-5.48,-4.39,-3.88,-4.32,-3.54,-4.3,-4.32,-3.71
199608,4.05,3.72,2.83,3.53,2.78,0.64,2.38,2.41,4.24,3.61
199609,6.66,6.8,5.34,6.87,4.64,4.1,4.8,4.17,3.6,2.24
199610,-2.79,0.48,1.34,3.04,4.26,2.29,3.79,5.07,2.4,2.98
199611,5.72,6.92,6.17,8.21,5.99,8.39,8.23,6.01,8.91,7.27
199612,-0.04,-2.75,-3.17,-1.87,-1.11,-0.34,0.45,-1.07,-1.63,-0.69
199701,4.56,7.81,6.17,4.6,5.66,4.86,7.54,5.83,3.36,3.31
199702,-2.79,0.11,2.02,1.31,1.35,1.63,-1.09,0.64,0.04,1.67
199703,-6.92,-6.78,-3.42,-4.43,-3.76,-4.66,-1.61,-3.36,-3.56,-3.67
199704,5.65,7.76,5.19,6.96,3.28,3.11,4.54,2.23,4.88,4.16
199705,10.42,7.34,6.21,6.96,5.45,7.61,4.52,5.37,6.06,5.85
199706,2,6.99,5.65,5.98,4.62,2.81,2.59,5.37,4.38,0.95
199707,8.76,7.12,9.76,7.12,7.91,7.12,8.19,3.84,4.18,8.67
199708,-5.26,-5.33,-5.4,-4.13,-4.67,-2.47,-2.64,-0.56,-2.44,-0.92
199709,3.94,6.87,6.17,5.61,4.63,5.41,4.42,7.67,5,6.51
199710,-3.85,-1.89,-3.77,-4.02,-4.39,-4.17,-4.57,-1,-1.57,-2.3
199711,2.97,2.25,4.53,4.46,4.7,3.48,2.2,6.33,6.15,1.17
199712,-0.96,2.78,1.35,2.29,4.02,1.97,-0.09,3.29,2.52,4.66
199801,2.82,1.8,3.23,-0.26,-2.03,-2.53,-1.86,-0.33,0.38,0.55
199802,11.13,6.42,6.83,8.5,8.07,7.54,7.63,2.02,4.84,8.91
199803,7.18,4.5,2.03,5.96,4.28,3.21,5.35,8.32,6.95,6.4
199804,1.89,1.93,1.67,0.75,1.01,3.55,1.77,-3.08,-1.65,1.55
199805,-2.3,-4.09,-3.22,-1.28,-2.71,-2.17,-1.97,-2.26,-1.34,3.12
199806,10.25,4.54,5.47,3.24,1.42,-0.58,-0.56,-0.25,0.75,1.81
199807,-1.03,-3.15,-0.7,-2.27,-0.99,-0.41,-1.51,-5.61,-3.56,-2.55
199808,-17.1,-14.71,-16.85,-16.12,-18.35,-14.09,-9.87,-9.16,-9.66,-20.15
199809,8.65,3.75,8.82,3.25,2.69,6.1,8.15,8.53,7.23,4.81
199810,4.2,10.73,9.95,7.62,10.73,7.3,8.33,3.19,4.05,8.33
199811,6.82,6.86,5.25,5.1,6.55,8.21,5.95,2.85,4.43,4.43
199812,9.82,5.98,9.23,4.7,1.3,4.46,4.74,0.83,4.01,3.89
199901,7.27,3.05,1.85,0.75,-0.56,5.64,0.18,-1.83,-5.2,6.8
199902,-7.03,-0.49,-3.76,-3.03,-3.76,-5.43,-4.4,-1.86,-1.03,-5.68
199903,5.82,4.43,1.81,1.16,2.32,0.18,-0.59,3.01,1.1,2.8
199904,0.63,0.73,2.14,8.26,5.46,7.19,14.31,10.47,12.2,6.64
199905,-2.1,-3.14,-1.08,-1.53,1.04,-2.37,2.98,0.2,1.99,-4.54
199906,7.12,6.4,5.42,5.6,3.78,3.66,7.32,2.48,0.28,0.42
199907,-4.34,-1.45,-3.04,-3,-1.54,-4.69,-1.61,-1.84,-2.03,-4.99
199908,2.22,1.43,-4.22,-3.29,-6.37,-3.08,-3.55,-4.31,-4.23,-0.93
199909,-1.55,-3.43,-4.35,-3.65,0.07,-0.22,-5.77,-0.12,-1.53,-3.9
199910,8.1,10.07,3.46,3.41,1.8,3.57,-2.36,6.3,1.88,5.81
199911,6.67,1.42,-0.17,2.34,0.62,0.18,-1.57,-3.36,1.98,-0.95
199912,13.62,6.19,-0.18,1.4,1.5,1.94,4.03,0.86,2.13,6.93
200001,-8.5,-2.67,-2.75,-1.84,-2.86,-2.19,-5.63,-5.84,-3.78,-8.73
200002,6.4,0.54,-5.02,-7.91,-6.77,-8.59,-4.2,-3.58,-4.23,-4.78
200003,8.38,8.17,10.83,12.21,10.55,14.97,7.2,7.56,7.63,12.06
200004,-7.85,-0.2,-1.6,-5.45,1.17,0.04,3.9,0.48,-0.82,4.09
200005,-6.47,-0.39,3.58,-0.8,-0.22,-5.16,0.22,-0.67,-5.04,-3.45
200006,10.76,2.73,-2.97,-5.29,-4.48,-0.33,-1.1,-5.34,-3.26,-2.93
200007,-4.32,-0.67,2.36,-1.31,4.88,5.12,5.11,3.13,0.92,1.45
200008,8.21,4.75,6.51,3.57,8.5,8.8,9.37,4.67,8.46,5.75
200009,-8.19,-4.85,-2.33,4.46,-0.05,3.31,5.32,1.85,0.13,3.48
200010,-5.27,2.3,-0.06,7.04,2.85,2.62,0.67,0.89,4.29,-1.84
200011,-14.14,-3.22,-4.4,-2.72,-6.07,-0.01,1.71,-1.16,-2.3,-4.63
200012,-2.49,1.25,4.65,2.58,9.46,6.87,9.97,8.59,9.95,9.38
200101,8.14,-3.12,3.29,0.75,6.21,-0.45,-4.25,-1.23,2.81,2.07
200102,-16.25,-4.98,-4.03,-1.07,-5.38,0.25,2.52,1.95,4.62,-1.51
200103,-10.6,-6.06,-3.47,-2.37,-0.4,-2.97,0.86,-0.47,-1.45,-2.2
