,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
198802,7.13,4.68,5.76,4.43,4.24,3.43,4.8,7.79,9.45,8.08
198803,-0.66,-2.62,-1.9,-3.25,-1.61,-3.03,-2.95,-1.01,-0.22,3.15
198804,0.48,0.68,1.26,1.72,-0.15,0.64,2.58,1.47,1.09,1.46
198805,0.92,1.01,-1.07,1.4,0.42,0.58,-0.65,-0.77,-0.17,-1.31
198806,3.43,4.19,6.03,5.57,3.81,3.57,6.11,4.96,6.77,5.66
198807,-1.07,-0.4,-0.27,-0.07,-0.19,-1.06,-2.48,-1.74,-1.27,-1.1
198808,-3.74,-1.54,-2.3,-2.95,-1.86,-2.54,-3.37,-5.91,-4.15,-4.48
198809,2.8,4.88,4.7,2.59,5.32,4.36,3.21,3.27,4.05,4.32
198810,-0.95,4.17,1.26,3.65,0.73,2.65,1.29,3.72,0.94,2.31
198811,-0.9,0.79,-1.07,-1.35,-1.19,-2.25,-2.35,-2.44,-3.54,-0.87
198812,3.91,1.43,2.22,2.5,2.09,2.13,2.77,2.96,3.38,2.29
198901,5.44,6.79,6.02,6.82,6.63,6.04,6.47,7.44,5.12,6.36
198902,0.74,-0.87,-1.02,-3.04,-1.77,-2.28,-2.1,-2.6,-1.77,-1.6
198903,1.51,2.17,4.1,1.55,2.82,3.36,1.29,-2.77,1.83,1.65
198904,5.45,5.28,5.1,4.33,6.16,5.66,4.84,5.35,5.75,2.55
198905,3.6,6.46,5.24,2.86,4.84,4.95,3.53,1.66,4.54,2.89
198906,-1.92,-1.12,-0.51,0.25,-0.27,-0.96,-2.85,-0.7,-0.27,0.04
198907,9.12,7.57,7.56,8.29,9.06,7.12,8.69,7.6,5.98,5.14
198908,4.63,0.92,1.03,1.56,1.6,1.91,3.59,2,2.67,2.36
198909,0.27,-1.54,0.39,1.11,0.34,-1.31,-0.8,0.17,-1.89,-0.75
198910,-7.41,-2.97,0.07,-1.8,-0.28,-4.11,-1.96,-4.58,-2.63,-4.84
198911,0.81,1.58,3.46,2.4,3.69,0.9,3.3,0.25,-0.86,1.27
198912,1.08,1.95,3.66,5.56,3.24,3.33,1.17,1.38,1.14,1.4
199001,-9.25,-8.26,-6.34,-8.58,-7.15,-7.39,-6.01,-5.71,-5.56,-5.68
199002,4.06,2.88,0.92,0.19,0.61,0.74,0.87,2.86,2.09,2.75
199003,5.14,1.96,1.19,3.44,2.15,3.69,3.08,3.87,4.64,3.77
199004,-4.06,-4.59,-2.38,-1.81,-1.82,-2.7,-4.05,-1.38,-0.47,-3
199005,11.58,9.97,8.98,8.47,9.37,9.08,9.41,9.23,9.91,8.79
199006,-0.93,-0.39,1.03,-1.26,0.37,-1.14,-1.52,-1.26,2.39,-2.06
199007,-2.72,-0.24,-1.87,2.72,-0.11,-0.24,-0.94,-0.33,-4.86,-5.53
199008,-11.04,-7.86,-7.26,-6.72,-7.3,-10.23,-11.14,-9.29,-11.01,-14.58
199009,-8.32,-5.76,-1.45,-2.7,-0.62,-5.79,-6.37,-4.9,-5.69,-12.33
199010,-4.72,1.05,-0.15,1.01,0.32,-0.72,1.84,-0.5,-3.79,-1.95
199011,7.69,7.77,6.14,4.76,2.9,8.64,6.03,8.76,4.11,9.01
199012,1.83,4.34,1.5,2.15,2.32,2.85,1.91,4,3.45,3.6
199101,6.31,7.32,3.18,1.32,1.8,4.05,8.21,4.68,7.66,10.04
199102,9.96,7.61,6.72,6.8,3.96,6.38,6.58,8.16,10.03,6.38
199103,6.08,2.95,-0.89,3.48,1.8,2.24,2.18,6.73,4.56,4.04
199104,-0.13,-1.53,-1.86,-0.01,0.7,1.81,1.43,1.11,-0.78,-0.53
199105,4.5,5.96,2.45,0.68,1.71,5.82,3.65,5.21,7.01,4.2
199106,-5.49,-4.29,-5.66,-3.55,-3.23,-4.35,-3.67,-3.15,-6.09,-5.8
199107,4.53,5.52,7.24,3.97,4.27,4.06,4.34,3.93,5.55,6.15
199108,3.46,3.55,2.59,1.37,1.92,2.46,2.56,2.23,4.08,4.53
199109,-2.17,-0.92,-0.81,-1.04,0.18,-0.67,-0.35,-2.13,-2.33,-2.15
199110,0.62,3.4,3.31,1.4,1.98,2.24,2.14,2.06,0.32,1.21
199111,-4.43,-5.07,-1.46,-2.98,-4.01,-2.21,-3.54,-3.72,-1.92,-3.23
199112,9.23,9.71,12.74,8.85,8.64,9.6,10.43,12.09,11.83,13.87
199201,5.78,-0.06,-2.54,-2.31,-1.73,0.63,-2.62,0.42,-1.85,2.24
199202,1.3,2.11,1.87,-1.32,1.46,-0.73,0.18,0.72,1.05,2.65
199203,-4.61,-3.19,-4.01,-2.2,-2.72,-2.31,-2.26,-1.47,-0.57,-4.7
199204,-1.38,-1.39,-0.05,5.43,3.71,3.71,2.48,-0.19,0.72,-3.29
199205,0.85,-1.1,1.74,0.07,0.86,0.94,1.51,0.16,-0.24,-0.73
199206,-6.05,-3.96,-2.87,-0.16,-2.22,-2.23,-3.24,-4.28,-0.68,-4.53
199207,4.44,4.58,5.16,4.81,3.42,4.16,5.46,5.24,4.93,2.69
199208,-3.03,-3.22,-2.84,-2.71,-1.55,0.07,-0.9,-1.32,-2.91,-1.47
199209,1.23,2.6,-0.26,-1.28,0.64,0.66,1.02,2.04,1.4,2.27
199210,0.85,3.17,1.56,1.37,-0.07,-0.33,0.97,2.63,1.98,4.37
199211,5.96,4.35,3.9,2.59,2.97,1.13,2.35,4.57,4.92,6.24
199212,4.93,1.38,-0.38,1.07,-0.12,1.9,1.68,1.08,2.59,0.52
199301,1.65,2.19,-0.17,-0.19,2.39,0.35,-0.3,-0.5,-1.95,1.24
199302,-3.35,-0.32,-0.63,1.61,3.88,3.53,1.34,-0.81,-0.57,-4.07
199303,1.87,2.26,4.36,-0.1,2.98,2.33,2.64,0.61,2.28,2.03
199304,-1.72,-2.37,-0.7,-1.66,-3.35,-0.8,-0.73,-4.92,-1.09,-7.63
199305,5.28,4.29,3.53,2.53,3.83,1,2.28,3.88,5.18,6.38
199306,2.44,0.69,-2.6,-0.15,-0.36,1.41,-0.27,-1.46,0.3,-2.75
199307,-0.96,0,-1.3,0.47,0.39,-0.34,-1.77,-1.46,-2.05,-2.34
199308,4.64,3.6,2.96,4.67,4.08,5.24,3.64,4.8,3.07,5.17
199309,0.95,0.46,0.16,0.52,-0.5,-0.54,0.54,-1.42,-1.8,-0.47
199310,3.27,3.28,3.2,1.83,0.95,1.27,0.67,3.59,1.23,4.57
199311,-1.1,-0.02,-0.54,-1.33,-3.6,-1.25,-1.05,-0.78,-1.21,1.5
199312,3.64,1.47,2.41,1.7,1.97,1.95,1.26,1.99,0.67,-2.38
199401,4.37,2.51,2.99,1.36,2.67,1.73,3.38,0.3,3.89,4.18
199402,-0.3,-1.06,-0.92,-2.09,-2.53,-1.92,-1.98,-2.42,-3.29,1.57
199403,-4.36,-3.19,-4.04,-4.53,-4.05,-4.11,-3.67,-5.23,-4.96,-6.05
199404,-1.23,0.09,1.92,1.9,1.55,0.83,1.28,-0.04,1.39,-1.27
199405,-1.64,1.18,2.61,0.48,-0.4,0.19,0.3,0.31,2.16,-2.16
199406,-3.06,-3.86,-1.56,-2.71,-1.59,-2.23,-3.78,-1.6,-2.67,-3.41
199407,3.25,3.34,2.61,3.62,2.46,2.27,3.96,2.76,2.65,1.99
199408,6.27,7.11,4.8,4.58,3.52,3.78,4.33,5.59,6.05,4.04
199409,0.6,-1.01,-1.29,-0.22,-2.91,-0.75,-1.4,-2.11,-2.56,-1.15
199410,0,2.42,2.68,2.83,3.32,1.69,1.6,2.77,2.22,1.83
199411,-5.4,-4.31,-2.68,-1.91,-2.45,-3.66,-3.54,-2.2,-2.04,-5.97
199412,2.4,0.94,0.88,0.85,0.86,1.6,1.38,2.01,-0.53,0.46
199501,-0.09,1.9,2.73,3.66,2.35,3.38,1.13,0.72,1.18,-0.88
199502,4.81,3.58,3.8,3.39,3.38,2.59,3.2,4.26,4.21,3.77
199503,2.93,3.36,3.21,1.86,3.6,1.83,3.11,3.36,5.02,2.19
199504,0.37,2.86,2.56,2.73,3.02,1.72,2.3,4.3,1.63,1.84
199505,3.68,1.98,4.37,3.04,3.34,2.38,2.04,3.91,2.3,1.7
199506,3.16,3.24,1.26,2.37,3.35,2.77,3.98,4.16,6.17,5.94
199507,4.07,4.52,3.13,3.69,4.6,4.82,3.2,4.01,5.44,5.82
199508,0.7,0.01,0.45,0.51,-1.17,0.36,-0.68,0.89,-0.04,0.19
199509,2.76,4.63,5.1,4.24,1.33,3.16,3,2.66,3.92,0.84
199510,0.2,-1.15,1.34,1.57,-0.23,1.13,-0.49,-1.45,-5.65,-5.82
199511,5.91,5.76,2.66,4.4,2.49,3.54,2.55,4.67,4.23,5.01
199512,0.22,2.54,2.26,3.39,0.68,1.74,0.74,0.92,-0.74,-1.75
199601,2.84,3.36,1.22,3.47,4.07,4.17,1.78,1.95,-0.42,1.44
199602,4.38,0.64,1,0.35,2.81,1.17,1.82,1.57,1.71,4.21
199603,0.09,1.15,1.8,0.2,0.1,0.8,1.23,2.09,1.5,1.47
199604,7.04,2.38,1.77,1.82,1.75,1.98,4.98,3.83,3.03,6.52
199605,2.74,2.75,3.41,1.85,1.3,1.81,3.9,2.84,3.39,3.99
199606,-3.67,-1.36,1.62,0.98,-0.07,-1.06,-1.35,-1.2,-1.6,-5.37
199607,-10.94,-7.31,-4.76,-5.62,-5.53,-5.57,-4.87,-2.52,-7.82,-9.93
199608,3.18,3.47,2.48,3.04,4.15,1.39,3.29,4.45,3.47,3.64
199609,4.08,5.9,6.03,1.94,4.33,4.45,6.79,7.53,6.73,6
199610,-2.38,0.05,1.64,3.06,0.06,0.58,1.65,1.71,-5.25,-2.04
199611,8,5.6,6.15,4.5,4.78,6.74,6.48,9.58,7.45,5.41
199612,1.06,-2.57,-0.53,-0.09,-0.38,-1.05,-4.03,-0.78,-1.82,-1.91
199701,1.73,5.6,9.54,2.7,4.79,3.18,7.38,7.93,2.92,4.23
199702,-0.64,-1.7,-1.13,-1.19,1.25,0.36,-0.77,-5.1,-0.8,-0.52
199703,-5.49,-4.01,-4.37,-0.18,-2.51,-3.8,-4.99,-3.9,-5.35,-4.31
199704,1.32,1.08,8.74,0.58,4.08,3.44,6.17,7.05,-0.72,2.96
199705,9.57,8.46,4.4,6.79,8.36,7.13,6.35,7.77,7.03,9.45
199706,2.31,5.09,4.95,3.1,2.77,3.94,5.71,2.01,4.98,2.58
199707,8.44,8.02,9.12,7.11,6.67,5.43,6.14,6.69,6.51,9.97
199708,1.5,-3.04,-3.04,-3.48,-1.41,-4.39,-4.45,-5.49,-5.29,1.43
199709,6.39,4.42,3.77,7.17,5.04,4.43,4.21,4.62,6.87,6.75
199710,-2.62,-5.82,-6.24,0.48,-3.45,-1.74,-2.68,-4.63,-7.74,-7.07
199711,3.23,5.86,1.95,3.51,1.48,3.27,5,5.34,0.98,-1.02
199712,2.07,-2.65,-2.46,2.34,-1.2,1.35,1.98,1.8,2.61,-1.97
199801,1.68,4.53,2.46,-0.8,-0.46,3.34,1.16,-2.38,3.62,0.64
199802,5.81,10.05,7.23,5.51,5.49,5.18,6.78,8.58,9.32,12.47
199803,2.98,4.68,2.07,5.47,6.66,4.67,4.58,7.1,4.27,2.2
199804,-0.1,1.34,1.37,3.87,-0.74,1.94,-0.93,-0.25,-0.32,3.3
199805,-2.91,-4,-3.17,-3.07,-3.02,-2.56,-0.92,1.14,-5.11,-3.25
199806,-1.09,10.54,0.56,2.6,0.88,4.41,3.11,5.11,4.06,2.76
199807,-2.58,-0.96,-0.07,-4.55,-3.47,-2.97,-4.07,-0.61,-8.93,-1.76
199808,-17.67,-12.15,-14.68,-12.57,-10.43,-12.87,-11.13,-15.99,-15.63,-21.06
199809,13.8,7.87,7.55,7.88,8.52,6.43,7.57,10.23,5.1,3.03
199810,6.11,7.51,7.02,5.29,5.28,8.66,7.33,6.78,6.43,6.01
199811,5.34,7.03,6.83,7.86,3.4,5.14,6.92,9.64,5.51,6.49
199812,16.43,6.32,6.22,5.65,3.53,7.27,5.38,10.75,4.86,11.22
199901,9.99,8.63,4.99,1.93,0.45,0.14,3.22,5.65,4.69,4.57
199902,-7.41,-6.92,-5.03,0.8,-2.18,-3.16,-3.01,-5.94,-6.12,-6.01
199903,15.25,5.89,2.44,-0.75,5.22,1.22,3.96,2.93,1.51,7.02
199904,3.65,-3.83,5.91,1.62,9.21,7.2,4.53,1.98,9.92,12.51
199905,-9.21,-1.34,-1.66,1.18,-0.69,-1.53,-0.4,1.17,0.77,-3.05
199906,2.56,8.46,3.71,4.58,2,4.47,5.6,9.82,6.74,6.09
199907,-2.74,-4.75,-2.1,2.72,-2.12,-2.81,-1.63,-2.69,-1.88,-4.34
199908,-2.06,4.23,-3.11,3.97,1.83,-4.43,-3.78,0.97,-6.47,-2.03
199909,-1.33,0.24,-2.37,-3.11,-3.72,-1.62,-0.87,-5.9,-4.72,-2.56
199910,7.12,7.99,4.61,3.34,6.16,1.67,7.21,-1.38,1.61,-2.1
199911,9.82,5.44,4.96,3.15,1.74,2.69,3.16,7.51,5.2,8.41
199912,4.9,19.74,7.95,5.67,1.13,7.95,4.93,8.9,9.18,8.49
200001,-6.02,-8.24,-2.35,4.17,0.13,-1.64,-4.07,-4.97,-5.95,-12.51
200002,4.77,5.03,7.14,6.02,-1.6,-0.35,-0.34,3.78,7.83,7.41
200003,7.96,9.81,2.67,9.37,1.94,6.86,3.36,4.74,8.26,-0.5
200004,-10.18,-10.84,-0.87,-1.77,2.45,-4.08,-2.28,-5.64,0.36,-3.38
200005,-10.45,-7.02,-6.76,-2.1,1.02,-2.72,-2.66,-5.23,0.21,-4.8
200006,7.03,10.78,3.89,5.12,2.58,2.78,4.6,3.58,6.99,6.06
200007,-2.69,1.16,-2.31,-5.82,-3.92,-4.53,-5.54,-1.07,-4.12,-12.63
200008,11.56,10.41,6.65,8.18,4.56,2.27,10.88,6.46,7.06,3.21
200009,-4.01,-3.26,-16.01,-5.19,-4.32,1.07,-4.37,-1.2,-1.04,-10.24
200010,-3.37,-2.35,-1.88,-2,-3.05,-2.38,2.37,0.53,-3.71,-8.07
200011,-14.88,-17.85,-11.17,-11.73,-7.06,-4.68,-10.95,-4.59,-9.91,-11.48
200012,2.5,-8.3,-7.87,4.38,0.67,2.78,4.44,4.23,5.86,1.23
200101,1.5,13.58,10.73,3.68,3.08,-1.88,-3.05,3.47,3.31,8.33
200102,-10.19,-12.5,-14.18,-12.59,-6.96,-8.09,-13.02,-4.86,-7.17,-11.33
200103,-8.58,-11.85,-8.17,-7.24,-2.96,-7.44,-6.78,-7.99,-9.82,-6.88
200104,11.57,7.69,12.11,5.6,7.04,8.45,8.41,6.42,11.58,5.12
200105,1.01,1.46,0.16,1.47,1.04,-1.49,-1.38,3.65,0.85,0.63
200106,-2.23,-3.18,-0.19,-1.03,-2.3,-3.3,-5.83,-3.37,-4.55,-0.18
200107,-0.76,-0.41,-4.05,1.45,-2.54,0.44,-3.32,-3.77,-4.54,0.75
200108,-9.59,-7.35,-10.19,-4.75,-2.76,-5.8,-6.23,-6.16,-4.99,-7.88
200109,-5.97,-7.31,-10.4,-8.48,-6.76,-10.63,-11.75,-15.3,-15.24,-9.78
200110,5.51,3.62,2.84,0.92,5.23,4.23,7.64,3.25,10.81,-0.52
200111,8.11,7.81,9.43,9.87,3.91,10.04,9.56,6.86,7.66,6.82
200112,1.35,-2.14,1.6,0.77,1.82,-2.4,3.08,5.69,3.97,2.89
200201,3.93,0.04,-3.2,1.11,-2.11,1.27,-1.17,-0.46,-4.21,-3.28
200202,-2.98,-2.6,-0.86,-5.56,2.1,-4.13,-3.3,-2.17,-4.66,-2.64
200203,1.07,4.35,2.73,3.15,5.83,3.17,3.9,7.6,9.06,4.5
200204,-4.96,-5.42,-7.98,-6.88,-4.3,-6.22,-5.69,-0.89,-8.02,-5.57
200205,-3.43,-2.61,-1.53,0.05,-1.78,-2.27,-0.99,-1.81,-2.96,0.08
200206,-3.82,-4.45,-6.9,-13.36,-6.48,-9,-2.34,-6.62,-8.61,-10.08
200207,-10.07,-8.31,-7.19,-7.62,-6.16,-11.64,-6.23,-9.9,-11.85,-11.72
200208,0.03,-0.89,-0.08,0.63,-0.87,2.77,-1.33,0.5,1.31,1.54
200209,-9.49,-13.95,-11.66,-5.85,-7.9,-9.85,-10.12,-7.84,-11.4,-12.45
200210,2.77,10.77,9.74,9.8,7.08,11.2,9.41,7.52,5.8,4.98
200211,10.41,6.81,9.47,6.27,7.7,5.18,5.78,2.89,7.23,8.46
200212,-6.91,-5.46,-7.08,-5.74,-4.52,-7.59,-5.19,-4.85,-6.62,-5.8
200301,-1.94,-3.49,-1.23,-1.9,-3.32,-4.41,-1.36,-6.94,-3.69,0.07
200302,-2.57,-3.48,-0.57,-2.53,-2.99,-1.38,-0.05,-2.24,-2.32,-2.48
200303,-0.53,1.16,0.73,2.75,1.39,2.84,-0.49,0.67,3.57,1.23
200304,6.92,10.09,7.42,3.74,8.55,7.54,6.09,7.78,8.25,5.68
200305,8.95,9.18,6.27,6.64,5.25,2.4,8.37,10.62,7.43,8.26
200306,2.52,1.72,-0.45,-0.24,3.06,2.96,1.64,1.77,1.69,1.45
200307,2.02,3.66,1.45,2.98,-0.25,1.11,3.51,1.22,-0.03,3.2
200308,3.41,1.56,4.03,1.53,0.97,1.93,4.85,6.21,3.28,4.18
200309,1.52,-3.66,-0.16,-1.52,-2.63,-2.54,-0.56,-1.67,-2.97,-3.84
200310,5.92,8.34,8.93,4.03,6.49,4.17,6.16,7.67,5.91,6.13
200311,1.79,2.54,0.65,2.2,0.8,1.18,1.89,2.14,2.13,2.21
200312,1.26,4.7,3.15,5.05,5.85,5.03,3.7,4.52,4.77,3.44
200401,3.94,3.15,2.99,2.31,1.76,1.79,0.51,1.18,0.47,-0.22
200402,-0.12,1.1,0.39,-0.07,2.01,2.29,0.53,1.61,0.5,3.85
200403,-1.75,-0.44,-0.17,-0.98,-1.27,-1.68,-2.5,0.05,-0.97,-1.75
200404,-1.88,-3.48,-1.97,-1.88,0.61,-0.78,0.09,-3.08,-0.13,1.31
200405,1.32,1.2,1.53,1.85,1.02,0.09,1.5,2.16,-0.4,1.56
200406,1.43,1.92,1.65,3.41,2.59,0.57,2.88,2,3.93,1.98
200407,-2.55,-4.23,-3.89,-4.54,-4.33,-5.42,-5.14,-3.71,-7.41,-6.25
200408,0.25,-0.69,-0.33,-0.99,-0.88,-1.25,0.67,-0.03,-1.16,0.31
200409,2.7,-0.54,2.17,2.5,0.48,2.1,3.45,3.77,3.94,3.88
200410,1.12,1.32,1.32,3.01,2,2.01,2,1.19,1.21,1.1
200411,9.85,4.42,5.34,4.59,3.92,2.61,5.21,4.87,7.18,6.81
200412,2.42,4.45,3.61,2.65,3,2.74,2.94,3.95,4.66,5.21
200501,-2.27,-4.63,-2.47,-3.22,-3.43,-1.08,-3.45,-1.19,-3.32,-2.55
200502,2.34,2.99,1.81,1.73,7.65,2.61,0.19,1.58,3.02,2.68
200503,-1.51,-0.29,-0.74,-2.34,-1.22,-1.27,-1.46,0.14,-1.6,-1.11
200504,-3.04,-0.65,-4.39,-2.78,-0.85,-3.71,-4.25,-2.73,-2.43,-4.14
200505,4.37,2.85,3.58,4.37,3.95,4.16,5.31,3.88,3.78,5.2
200506,1.9,1.6,0.28,-1.32,0.36,-0.72,0.02,2.26,3.26,0.93
200507,3.73,5.17,6.17,2.96,4.71,7.32,2.89,6.37,3.95,6.98
200508,-2.1,-1.84,-0.08,0.5,-0.59,-0.68,-0.72,-1.53,1.26,-0.93
200509,1.51,1.25,2.47,-1.49,1.23,0.44,0.79,-0.29,1.74,1.99
200510,-2.39,0.13,-5.01,-0.82,-4.69,-3.39,-2.66,-0.99,-1.97,-4.68
200511,2.21,3.55,6.25,2.64,3.47,3.97,0.85,4.66,5.22,6.06
200512,2.52,0.05,-1.37,-1.2,0.45,-0.29,1.22,0.24,0.87,0.12
200601,2.7,3.87,3.64,4.16,4.38,3.23,3.5,4.69,6.39,11.03
200602,0.68,0.22,-2.14,0.01,-0.44,-0.31,1.19,0.11,-0.83,-0.19
200603,2.47,1.58,2,0.81,2.27,1.54,0.73,3.09,3.6,4.89
200604,-1.09,-0.18,1.25,-1.77,1.85,0.44,1.47,0.94,1.3,1.85
200605,-3.49,-1.75,-4.14,-3.19,-2.85,-3.8,-1.24,-3.12,-4.32,-3.64
200606,0.9,0.63,-0.47,0.22,0.89,0.41,0.76,0.08,0.77,1.34
200607,-2.48,-0.43,3,1.76,-3.58,-1.57,-3.22,-1.23,-1.47,-2.93
200608,2.83,4.15,5.29,1.87,1.23,2.9,2.47,2.24,3.54,1.51
200609,0.72,1.88,1.24,1.63,4.24,2.66,1.95,1.17,0.32,0.15
200610,5.17,3.29,2.31,4.54,4.05,4.49,3.34,4.29,2.25,7.37
200611,4.15,3.15,3.25,3.54,0.59,2.15,1.85,1.55,0.81,3.15
200612,-0.54,-0.03,0.64,0.85,0.25,-0.25,0.08,0.49,1.46,-0.72
200701,2.67,4.04,1.92,0.99,2.25,3.26,4.13,1.94,2.03,1.88
200702,-1.75,-0.31,-1.14,-2.55,-1.39,-1.33,-0.6,-1.64,0.26,1.92
200703,1.84,2.19,2.08,3.17,-0.39,0.13,2.07,-0.36,1.77,2.17
200704,5.93,3.85,3.84,3.95,4.32,4.81,2.86,5.3,3.22,3.77
200705,6.3,3.78,3.9,4.37,3.73,3.79,3.54,2.22,2.88,3.33
200706,-1.28,-1.8,-2.25,-0.35,-1.34,0,-1.74,-1.26,-2.18,-2.18
200707,-2.08,-1.42,-2.96,-1.94,-1.24,-3.44,-3.09,-1.05,-2.26,-6.09
200708,-0.24,1.55,3.04,1.29,2.66,1.26,0.39,0.72,1.11,-1.25
200709,2.94,6.16,1.89,4.23,3.97,4.15,4.54,3.39,4.27,2.53
200710,2.93,9.29,2.13,3.04,1.1,4.57,1.1,0.6,3.23,3.84
200711,-5.69,-6.07,-3.37,-4.16,-1.66,-2.57,-4.25,-4.43,-4.5,-5.1
200712,-0.68,3.19,-0.96,-0.47,-0.13,-1.45,3.27,0.59,1.18,-1
200801,-8.08,-11.01,-5.21,-6.45,-6.48,-7.78,-6.68,-6.93,-7.04,-7.91
200802,-4.01,-6.11,1,0.43,-1.33,-3.08,-2.03,1.57,0.88,0.51
200803,-4.6,1.63,-3.28,-0.91,0.19,-0.01,2.09,-1.04,0.19,-0.94
200804,5.07,6.35,4.36,6.58,3.67,6.44,4.36,3.67,5.9,5.15
200805,4.41,4.55,4.5,4,1.37,3.64,2.44,4.93,4.89,5.36
200806,-8.96,-5.94,-7.22,-4.81,-5.94,-7.48,-8.97,-5.17,-5.7,-4.11
200807,-0.85,-8.81,-4.01,-1.7,-3.08,-1.39,-2.06,-1.73,2.65,-0.71
200808,0.21,1.82,0.86,2.53,2.37,2.59,3.72,1.88,1.29,-0.35
200809,-14.12,-14.35,-16.59,-9.3,-7.56,-8.32,-8.54,-10.61,-8.27,-13.6
200810,-18.8,-21.02,-19.73,-15.09,-13.04,-13.89,-17.96,-17.33,-14.82,-21
200811,-11.59,-9.22,-8.39,-4.56,-5.01,-4,-5.51,-5.28,-8.85,-8.13
200812,4.3,1.85,0.89,1.85,0.49,2.29,3.39,1.22,4.97,5.59
200901,-3.09,-3.34,-1.24,-8.64,-6.64,-5.72,-5.17,-2.94,-4.77,-6.13
200902,-9.5,-9.82,-5.5,-6.94,-10.03,-8.96,-8.75,-10.07,-10.21,-9.99
200903,7.62,6.96,9.19,8.76,7.42,5.48,7.81,8.19,7.79,12.99
200904,13.58,15.13,10.62,8.12,6.92,7.88,8.44,10.49,4.8,10.88
200905,3.12,6.38,6.89,2.71,3.87,5.06,4.92,2.55,4.98,6.52
200906,2.64,-1.89,-1.49,-0.26,3,0.27,1.89,1.99,0.99,1.25
200907,7.64,6.93,4.55,5.98,9.19,7.89,7.38,7.58,9.89,9.52
200908,1.36,3.34,1.47,2.13,1,1.62,1.41,2.26,3.3,5.58
200909,8.23,5.05,3.45,3,2.59,3.41,5.98,6.88,6.07,4.98
200910,-0.89,-0.63,-0.04,-1.01,-1.78,-3.26,-0.91,-2.5,-4.78,-4.03
200911,7.09,7.14,4.48,5.47,5,4.91,7.81,2.69,5.65,6.44
200912,4.16,3.98,-0.34,3.13,3.77,5.03,3.26,5.55,5.88,3.64
201001,-4.9,-4.72,-4.86,-3.69,-4.9,-4.6,-3.94,-3.1,-3.22,-4.49
201002,3.07,2.81,4.14,3.6,3.49,2.34,3.23,4.09,5.95,2.92
201003,8.44,5.27,5.59,5.26,5.13,5.01,4.97,5.71,6.93,8.26
201004,3,3.73,1.19,3.28,1.59,2.35,0.01,3.87,2.81,0.28
201005,-6.23,-7.71,-7.84,-6.95,-7.71,-7.82,-6.78,-8.14,-7.59,-6.71
201006,-5.21,-6.31,-6.33,-5.87,-4.79,-4.51,-4.35,-5.58,-5.79,-6.71
201007,8.11,7.63,8.14,6.48,7.58,6.95,5.89,4.81,9.5,7.07
201008,-3.86,-4.76,-3.63,-4.88,-3.22,-4.72,-3.06,-3.15,-3.63,-5.77
201009,15.85,12.33,12.09,10.85,9.72,9.05,8.5,10.09,8.6,12.19
201010,3.37,2.4,3.76,5.32,5.01,3.56,5.49,3.93,4.78,4.24
201011,3.26,1.65,3.55,1.42,1.96,-1.05,-0.02,1.48,-0.39,1.35
201012,7.15,6.61,4.73,5.42,4.58,5.12,5.35,6.74,8.28,4.77
201101,0.2,2.81,3.41,4.36,1.43,1.49,3.12,1.64,-0.21,1.05
201102,4.91,5.82,4.99,3.72,4.34,1.05,5.01,3.97,3.04,4.92
201103,2.95,0.5,2.72,1.52,1.37,0.58,0.39,1.17,1.16,0.73
201104,3.92,3.68,3.72,3.96,4.18,4.41,3.42,2.73,2.05,4.14
201105,-2.35,0.59,-0.54,-0.53,-1.44,-0.58,-0.76,-0.69,-1.35,-0.92
201106,-1.08,-1.87,-0.5,-0.73,-0.39,-2.49,-2.11,-2.22,0.13,-0.93
201107,-0.01,-1.35,0.13,-0.82,-1.48,-2.91,-3.44,-3.36,-2.95,-2.79
201108,-6.24,-3.51,-5.67,-5.56,-3.89,-4.68,-4.67,-4.28,-8.47,-8.4
201109,-7.21,-6.72,-7.02,-4.75,-5.29,-6.21,-7.93,-8.66,-10.54,-12.8
201110,9.88,11.09,11.69,9.83,9.99,10.41,11.48,12.78,13.29,12.25
201111,-0.39,0.67,0.33,-0.03,0.76,0.54,0.43,0.87,1.26,-0.86
201112,0.78,0.06,0.4,0.55,0.57,1.36,0.72,0.14,-0.25,-0.55
201201,3.45,4.88,1.78,5.43,2.77,4.52,5.03,5.62,5.67,8.63
201202,4.01,4.03,4.43,7,3.73,3.33,4.97,3.3,1.99,3.58
201203,3.92,4.75,1.8,3.35,2.83,1.54,2.42,0.76,1.69,-0.04
201204,2.5,-1.38,-1.74,-0.75,-0.65,0.04,-0.53,-0.3,-0.15,-1.08
201205,-5.51,-3.53,-5.96,-5.74,-5.83,-4.14,-6.73,-6.98,-6.24,-10.02
201206,4.13,2.01,2.02,4.89,5.09,4.2,2.65,4.83,1.66,2.63
201207,1.05,0.97,1.36,-0.17,2.85,2.54,-0.18,-0.94,1.27,-0.71
201208,1.85,4.84,0.4,2.8,2.32,1.12,3.7,3.52,2.04,3.13
201209,2.74,1.27,2.77,1.99,3.55,2.29,2.27,1.37,3.38,1.4
201210,-1.69,-4.17,-2.44,-2.38,-3.46,-1,-0.6,-1.72,-0.93,-2.74
201211,1.6,-0.84,-0.04,0.55,1.83,1.29,2.68,1.98,0.8,3.51
201212,0.19,-2.2,1.37,0.46,0.95,-0.5,0.04,3.33,2.51,3.03
