,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
198802,7.87,4.06,6.31,5.35,2.85,5.15,4.87,4.92,4.26,8.32
198803,0.87,0.74,-1.36,-2.01,-2.2,-3.51,-3.56,-1.89,-3.46,-0.76
198804,0.85,2.48,2.02,1.02,0.9,1.3,0.17,1.66,-0.57,0.15
198805,-1.58,0.61,0.02,1.05,1.91,0.11,0.57,0.08,0.8,-1.49
198806,3.17,0.49,3.43,4.77,6.05,7.17,4.6,5.77,6.43,8.05
198807,-0.78,-0.33,-0.42,0.18,0.12,-0.07,-1.27,-1.04,-1.3,-3.47
198808,-2.57,-1.34,-2.52,-2.05,-1.83,-2.98,-2.56,-3.82,-3.97,-3.72
198809,3.17,2.01,4.02,4.62,2.4,3.98,5.65,4.44,4.7,3.35
198810,0.88,1.3,4.56,2.16,1.73,2.08,1.41,3.84,0.17,-0.91
198811,-3.32,-0.96,0.1,-1.49,-1.53,-1.58,-1.69,-1.75,-3.1,-2.95
198812,2.83,2.01,1.23,1.96,1.84,2.47,1.52,1.52,3.6,3.87
198901,6.65,6.98,7.22,5.85,6.23,6.17,6.58,7.76,6.07,7.42
198902,-0.91,0.96,-0.5,-1.64,-1.89,-2.19,-2.03,-2.62,-2.61,-1.33
198903,2.18,2.72,3.48,3.54,3,0.15,2.29,0.93,2.69,1.62
198904,3.74,4.61,5.32,6.06,3.52,4.81,6.12,4.36,6.15,5.34
198905,4.7,4.37,3.99,4.99,3.73,3.07,5.1,3.57,4.54,3.85
198906,-0.46,-0.17,-0.43,0.67,0.04,0.77,-2.02,-0.41,-1.44,-2.91
198907,9.26,8.3,7.43,7.56,8.53,8.04,6.69,8.58,9.69,7.29
198908,3.93,1.65,1.5,0.87,2.14,1.4,2.83,1.37,2.6,3.43
198909,0.16,1.96,0.4,-0.93,-1.31,1.68,-1.61,0.14,0.48,-1.35
198910,-4.12,-2.82,-0.69,-4.37,-2.4,-3.09,-3.91,-2.92,-2.24,-3.31
198911,3.47,1.84,2.9,2.11,1.45,3.04,0.48,0.2,1.63,1.21
198912,2.22,4.83,3.45,2.23,1.95,1.18,1.36,3.35,-0.92,0.41
199001,-7.19,-8.2,-6.27,-6.31,-7.72,-8.51,-5.76,-8.52,-8.03,-6.39
199002,2.13,2.3,1.3,1.35,0.34,1.19,3.07,-0.08,2.06,2.4
199003,2.13,3.07,1.66,1.88,2.02,2.86,1.69,2.61,2.17,4.01
199004,-3.07,-3.97,-3.79,-4.09,-1.76,-1.88,-2.58,-3.29,-1.07,-2.01
199005,9.88,6.62,8.83,7.46,9.66,10.32,9.36,8.37,11.78,8.7
199006,-1.61,-3.27,-0.34,-1.01,0.76,0.63,-1.86,-1.77,1.33,0.16
199007,-0.1,-0.24,1.82,-1.14,-1.95,-0.94,0.28,-0.51,-3.09,-4.98
199008,-10.68,-8.46,-6.82,-7.23,-9.42,-10.16,-9.2,-11.45,-10.58,-11.18
199009,-7.73,-6.13,-1.63,-1.98,-3.19,-5.16,-5.76,-8.54,-7.72,-9.41
199010,-6.58,-4.64,-0.65,-0.39,0.34,1.25,0.29,-2.21,-2.97,-3.13
199011,5.12,7.04,3.69,5.91,6.07,4.45,7.47,7.37,10.34,11
199012,0.86,3.93,1.75,2.41,2.27,2.1,3.18,4.52,4.33,4.77
199101,6.68,2.64,0.56,2.9,5.62,5.93,3.17,6.76,8.46,10.5
199102,11.24,8.34,6.24,7.13,6.72,7.72,7.41,7.2,7.58,10.02
199103,1.76,3.6,2.27,2.04,-0.09,4.34,4.82,2.48,3.94,4.8
199104,0.55,0.26,1.88,-0.32,-1.51,1.45,0.07,2.56,-0.64,-0.33
199105,2.12,2.69,1.17,2.39,3.71,3.72,4.99,6.73,4.67,5.68
199106,-7.42,-5.15,-2.42,-3.54,-5.5,-3.42,-4.44,-4.34,-4.4,-6.4
199107,2.57,3.93,4.61,4.49,3.15,4.57,4.2,4.7,5.21,7.02
199108,1.35,2.29,3.53,2.48,1.63,1.17,2.59,2.49,4.15,4.53
199109,-1,-2.64,0.74,0,0.4,-0.79,-2.65,-1.48,-1.97,-1.37
199110,5.04,-0.13,2.33,2.95,1.37,0.81,2.2,1.13,1.09,2.58
199111,-4.73,-5.04,-2.03,-3.93,-5.07,-5.81,-4.77,-3.27,-2.34,-1.74
199112,9.42,8.56,9.73,8.86,7.27,9.79,10.75,11.35,15.19,14.79
199201,11.92,7.22,-1.61,0.03,-1.78,-1.83,-1.73,-0.31,-1.62,0.98
199202,4.2,5.53,1.21,1.33,2.21,1.12,1.2,0.64,0.94,0.7
199203,-2.89,-1.8,-1.8,-2.07,-1.54,-1.02,-2.4,-0.46,-2.68,-5.71
199204,-3.13,0.85,2.98,4.27,5.2,4.23,1.32,1.81,-0.45,-2.52
199205,0.01,1.61,-0.03,1.15,1.04,0.65,-0.16,0.55,0.49,1.16
199206,-2.58,-1.39,-2.09,-0.82,0.03,-1.26,-2.48,-2.14,-2.85,-3.43
199207,3.72,3.33,3.32,3.76,5.53,2.73,3.59,4.78,4.37,3.97
199208,-4.97,-3.97,-3.22,-1.32,-1.47,-3.06,-1.31,-1.02,-2.96,-2.26
199209,0.27,3.95,0.48,0.55,1.26,0.35,1.41,1.3,1.95,2.59
199210,1,2.37,2.64,-0.7,-2.16,-0.89,2.71,2.09,2.04,4.4
199211,3.48,5.11,3.15,2.65,2.08,4.48,3.63,3.97,6.14,6.75
199212,2.46,3.92,0.94,2.92,1.82,-0.43,1.46,2.18,2.36,1.23
199301,4.39,4.92,2.26,3.11,0.65,1.05,-1.45,-1.04,1.2,1.14
199302,1.2,1.83,2.49,3.67,1.71,2.03,1.79,-0.97,-0.52,-4.44
199303,4.59,1.51,3.34,4.12,1.2,1.27,4.15,2.68,1.88,1.76
199304,-0.78,-1.4,-1.68,-1,-2.83,-2.14,-2.17,-2.54,-3.26,-6.64
199305,3.42,2.9,2.76,2.02,1.41,2.77,2.83,2.19,5.13,5.33
199306,0.77,1.6,0.05,1.13,1.42,0.25,1.57,0.98,-1.3,-0.72
199307,4.21,0.12,0.17,1.52,1.78,0.33,-0.75,-0.66,-2.54,-2.09
199308,5.26,4.31,3.73,4.39,2.92,4.66,2.61,4.27,3.51,4.13
199309,0.96,0.26,1.01,0.21,-0.55,-0.2,-1.96,0.03,-0.23,1.61
199310,3.65,3.37,0.69,1,2.55,2.62,0.65,0.99,2.33,1.69
199311,-2.7,-1.37,-2.53,-2.72,-0.89,-1.29,-2.21,-1.13,-0.46,-0.01
199312,0.98,2.01,1.65,0.99,2.92,1.99,2.23,2.81,1.73,0.92
199401,5.28,3.83,4.11,2.87,2.56,2.43,2.42,2.99,3.2,3
199402,-4.58,-1.62,-3.26,-3.38,-3.28,-2.9,-2.54,-1.17,-3.29,0.5
199403,-5.41,-3.82,-4.05,-3.69,-4.86,-4.69,-3.42,-4.11,-4.58,-6.19
199404,1.51,1.23,2.38,1.54,1.7,0.69,0.83,0.26,1.37,-0.45
199405,0.75,2.46,1.03,0.28,0.22,-1.42,2.65,1.75,0.57,0.86
199406,-4.68,-1.97,-2.68,0.51,-2.42,-2.62,-2.4,-3.73,-3.27,-3.93
199407,2.77,3.33,3.51,3.85,2.82,2.55,1.81,4.13,4.32,1.94
199408,5.38,6.48,2.41,4.23,2.83,3.16,4.5,4.07,3.42,8.78
199409,0.33,-0.5,-3.22,-1.62,-2.31,-1.28,-1.42,-3.44,-3.25,-1.44
199410,-0.81,1.83,1.9,2.2,0.41,2.38,2.33,0.91,3.16,1.78
199411,-3.5,-4.84,-4.32,-3.36,-4.81,-2.05,-2.21,-3.68,-3.83,-3.12
199412,1.71,1.74,0.86,0.94,1.83,1.49,2.02,0.74,1.79,0.64
199501,2.3,-0.21,1.88,3.29,1.71,2.31,2.21,3.73,2.73,1.87
199502,4.59,4.61,4.51,3.39,3.64,4.77,2.92,2.96,5.23,4.1
199503,1.68,5.06,3.93,2.2,2.18,1.43,2.32,1.69,1.92,3.84
199504,1.65,4.93,2.36,3.6,1.76,2.68,2.74,2.38,1.66,2.54
199505,4.01,1.61,4.1,3.79,2.09,3.64,4.56,3.3,4.09,3.56
199506,3.46,2.81,-0.06,1.53,2.63,2.68,1.37,4.13,4.63,6.69
199507,4.51,2.28,4.04,0.83,3.9,4.19,2.95,4.96,4.58,7.6
199508,2.02,1.44,1.34,0.85,-0.35,0.99,2.21,1.2,0.02,1.26
199509,4.89,2.56,3.48,5.23,3.38,4.82,2.91,3.33,4.3,3.38
199510,-1.26,-2.78,-0.73,-0.69,1.15,-0.09,-2.86,-1.95,-1.61,-1.01
199511,4.84,5.61,4.48,4.75,5.52,5.5,5.29,4.6,2.83,1.54
199512,5.98,3.09,1.14,2.07,3.23,2.23,1.6,0.99,-1.5,-1.19
199601,3.49,3.03,4.84,2.47,2.06,3.57,2.94,2.85,2.4,0.8
199602,-0.2,1.3,2.11,0.82,0.99,0.65,1.66,4.11,1.54,3.92
199603,0.97,1.02,0.48,1.55,1.77,0.11,1.65,1.55,0.59,1.3
199604,3.87,2.2,0.24,0.9,1.44,0.13,1.6,1.67,4.17,6.06
199605,3.6,0.98,1.08,2.22,2.21,1.94,3.09,4,4.12,2.96
199606,0.16,0.15,-0.17,1.21,1.19,-0.02,-2.33,-0.15,-1.13,-3.43
199607,-5.92,-4,-3.93,-4.68,-4.02,-3.65,-6.05,-5.05,-4.54,-10.2
199608,1.22,3.42,0.65,1.48,4.18,2.79,2.85,4.39,3.4,5.12
199609,2.53,5.31,3.57,3.56,4.78,4.14,5.23,5.91,8.01,7.3
199610,2.07,2.28,3.55,3.17,2.66,3.37,0.7,0.89,0.34,-2.1
199611,5.02,7.71,5.8,5.96,5.76,7.77,7.39,5.15,9.71,6.86
199612,1.04,-2.26,1.2,-0.15,-0.92,-1.67,-1.34,-3.02,-0.52,-3.01
199701,4.65,6.28,4.32,5.11,6.9,4.93,4.52,4.87,8.94,3.93
199702,1.64,-0.8,1.84,-0.38,2.69,2.57,0.65,1.38,-2.74,-3.4
199703,-4.97,-4.22,-3.03,-1.45,-5.76,-4.32,-5.55,-3.67,-4.47,-7.13
199704,2.22,5.66,1.49,2.83,6.57,5.28,7.24,4.85,8.52,0.63
199705,5.28,6.42,6.36,5.95,7.64,5.41,5.27,7.77,6.67,12
199706,4.66,4.43,4.09,4.21,4.45,6.22,3.3,5.51,2.69,3.52
199707,6.17,6.16,6.5,6.67,4.51,8.09,8.23,7.41,13.58,8.19
199708,-0.07,-4.7,-4.47,-3.72,-5.55,-4.09,-4.83,-4.86,-2.17,-2.24
199709,5.71,6.09,5.4,5.86,5.37,5.35,5.35,7.03,4.76,7.13
199710,-1.77,-3.87,-3.66,-3.6,-2.02,-2.44,-1.39,-4.69,-6.05,-3.02
199711,4.39,4,4.23,3.89,4.84,2.17,4.94,5.51,2.61,-0.19
199712,1.35,3.87,3.66,2.61,1.85,3.7,2.45,1.07,-2.76,1.54
199801,0.29,1.78,-1.5,-1.11,0.56,-0.87,1.44,1.69,4.18,0.36
199802,5.28,4.51,6.12,6.1,5.17,9.2,10.1,5.63,11.19,7.93
199803,5.48,5.72,2.4,5.79,5.99,6.12,5.92,6.58,3.08,5.43
199804,-0.96,-1.81,1.92,0.04,-0.31,1.25,3.35,0.76,2.23,2.85
199805,-1.57,-0.24,-1.88,-1.27,-1.25,-1.62,-2.27,-2.91,-3.96,-5.36
199806,-2.75,3.57,3.06,0.17,3.32,4.38,4.29,4.48,7.97,3.94
199807,-2.27,-3.89,-0.84,-0.98,-2.37,-0.54,-5.07,-2.49,-0.77,-3.83
199808,-17.21,-11.19,-10.07,-15.39,-12.74,-16.46,-15.71,-16.54,-17.95,-21.65
199809,9.53,6.59,6.2,1.34,7.48,4.45,6.11,8.52,10.55,7.19
199810,7.51,4.68,7.83,10.64,6.98,8.77,8.2,7.99,4.4,6.25
199811,8.56,5.6,6.02,5.1,4.85,4.71,6.46,10.32,8.64,5.59
199812,8.7,2.44,2.84,8.38,3.84,6.48,6.44,9.22,9.32,7.07
199901,4.24,-1.45,-2.44,4.39,-0.18,0.14,2.88,6.71,14.19,5.92
199902,-1.57,-1.89,-3.38,-3.16,1.03,-0.54,-3.54,-5.47,-9.83,-5.82
199903,10.5,1.56,2.62,2.88,0.91,3.21,3.41,4.03,6.83,2
199904,1.59,11.13,6.65,1.38,4.1,4.52,6.87,2.67,-0.76,11.82
199905,-4.09,-1.26,1.45,-1.46,-1.92,-3.08,2.23,-3.51,-2.27,-3.94
199906,2.46,2.13,2.82,2.88,3.75,5.92,5.51,7.65,9.23,6.92
199907,-1.81,0.05,-4.76,-2.05,0.71,-2.47,-3.42,-3.43,-3.1,-7.59
199908,-3.48,-1.47,-3.21,-1.84,0.28,0.52,0.05,-1.58,1.55,-2.69
199909,-2.22,-3.41,-3.85,-1.39,-5.22,-6.34,1.26,-0.31,-4.06,-0.65
199910,7.64,0.58,6.34,3.33,-0.31,5.74,11.19,9.47,4.21,11.48
199911,0.55,1.89,1.21,2.86,2.3,6.15,0.17,5.26,3.11,5.56
199912,8.66,2.79,-1.65,5.61,0.77,5.01,10.43,7.62,17.02,10.49
200001,-2.54,-1.26,-1.14,-2.07,1.47,-7.85,-7.6,-1.98,-9.13,-4.57
200002,9.09,-2.66,-7.15,1.81,1.69,-1.64,-3.89,6.13,4.86,7.2
200003,2.58,7.29,13.16,7.12,9.06,2.15,11.97,4.1,10.91,5.8
200004,-6.25,0.47,-3.72,-3.06,-0.37,-0.32,0.98,0.71,-15.78,-9.91
200005,-4.47,1.94,-5.46,-2.4,-0.28,-2.97,1.2,-4.22,-6.18,-6.94
200006,7,-1.25,0.19,-2.37,5.13,-0.43,2.37,9.19,11.33,4.84
200007,-1.84,-0.91,2.74,1.73,-1.16,-1.54,-2.03,-3.39,-3.13,-3.26
200008,7.01,7.11,7.77,5.24,6.28,2.36,5.96,8.57,10.66,9.27
200009,0.13,-4.69,2.24,-3.38,-1.85,0.72,0.62,0.16,-17.11,-7.53
200010,-1.95,0.98,3.28,-0.1,-1.09,1.03,0.91,-1.99,-2.87,-6.31
200011,-8.51,-3.26,0.34,-2.58,-5.8,0.14,-6.09,-7.22,-13.84,-19.57
200012,5.66,7.27,7,3.85,6.97,3.83,3.49,6.2,-0.03,-6.44
200101,-0.14,2.32,-3.17,6.01,1.61,1.41,-1.77,2.5,4.21,10.57
200102,-3.44,-2.61,-0.61,-3.74,-4.96,-2.82,-4.32,-8.98,-15.98,-19.57
200103,-4.12,-3.77,-4.76,-3.02,-3.29,-4.76,-7.12,-6.36,-5.82,-12.48
200104,6.89,6.2,3.85,8.27,2.98,5.16,8.02,6.61,9.67,13.94
200105,3.44,3.78,2.5,2.42,2.53,2.13,0.38,2.61,-3.72,0.35
200106,0.24,-2.77,-2.71,-1.74,-0.7,-3.68,-3.11,-0.57,-0.52,-0.37
200107,-0.8,-3.83,-0.08,-0.93,1.28,-1.09,2.59,0.46,-1.9,-6.03
200108,-3.17,-1.48,-2.71,-3.31,-3.18,-2.98,-3.94,-6.48,-7.72,-11.9
200109,-8.24,-7.48,-10.77,-5.95,-4.72,-8.77,-4.32,-6.71,-10.92,-13.73
200110,0.65,1.18,0.5,3.3,0.34,0.99,-0.43,-0.93,4.96,6.89
200111,8.07,7.9,9.22,3.7,4.77,9.24,6.13,6.48,9.77,9.96
200112,4.14,0.47,3.85,2.45,3.99,2.57,-0.4,2.9,3.14,-1.35
200201,2.77,-2.28,1.29,-2.22,1.22,-0.88,-1.92,0.54,-0.62,-3.06
200202,-1.71,-0.03,0.43,0.81,1.24,0.19,0.45,-2.32,-2.84,-7.97
200203,5.76,5.23,7.15,4.19,2.32,3.59,1.67,5.09,4.48,5.84
200204,-1.68,-2.53,-0.32,-6.3,2.36,-4.22,-2.46,-6,-7.32,-9.71
200205,-1.18,0.24,0.4,0.8,-0.92,-1.37,-0.7,-0.1,-1.49,-4.22
200206,-6.32,-5.5,-3.7,-4.78,-7.13,-10.04,-5.79,-6.13,-5.78,-10.09
200207,-8.26,-9.52,-9.18,-6.38,-9.42,-5.79,-8.56,-6.55,-6.27,-11.35
200208,1.93,-3.41,-1.16,2.29,-1.98,2.02,3.45,-0.07,1.56,0.86
200209,-12.76,-13.15,-11.3,-9.43,-8.83,-12.38,-8.18,-10.78,-9.55,-8.96
200210,10.92,8.4,9.15,7.56,11.02,4.69,5.9,10.37,6.62,7
200211,12.37,13.69,8.36,4.26,6.14,6.16,6.01,4.71,1.69,5.65
200212,-10.01,-12.21,-4.15,-4.21,-4.56,-3.43,-5.71,-6.27,-3.71,-7.07
200301,-2.7,-1.16,-1.88,-1.39,-3.36,-2.49,-3.09,-3.61,-2.26,-3.05
200302,-1.45,0.44,-3.75,-2.13,-3.29,-2.23,-1.72,-0.89,-0.81,-3.04
200303,0.3,-1.48,0.65,1.52,0.14,-2.44,2.98,2.75,3.06,0.08
200304,10.2,10.79,8.17,5.47,6.94,9.03,8.1,8.54,7.03,10.43
200305,14.26,9.88,6.92,5.21,5.18,11.29,2.52,3.39,4.87,8.6
200306,0.25,-0.38,1.79,-1.04,0.96,2.81,2.89,3.09,-0.69,1.68
200307,3.38,3.82,3.12,1.82,1.31,2.59,2.6,3.39,0.25,2.97
200308,6.89,4.71,2.87,5.24,3.14,1.7,1.87,0.46,1.48,2.34
200309,-3.94,-0.59,-1.44,-3.98,-1.08,-0.84,-0.57,-0.26,0.37,-2.05
200310,7.85,8.26,7.67,9.24,5.83,4.94,5.37,5.39,5.37,7
200311,3.93,3.28,1.6,1.04,3.76,1.33,0.91,0.32,1.33,0.43
200312,3.95,5.56,5.61,4.88,2.6,5.35,3.28,5.42,3.83,3.5
200401,5.9,4.36,2.7,-0.21,2.59,0.45,2.34,1.55,3.28,2.95
200402,-0.64,1.49,1.49,-0.76,2.31,2.35,2.2,1.5,1.31,1.5
200403,-2.14,-1.92,-0.51,-2.34,-0.93,-0.8,-0.74,-2.31,-1.18,0.09
200404,-6.04,-2.91,-1.45,-1.43,-1.15,-1.02,-3.17,0.14,-1.03,-2.96
200405,2.62,2.66,0.27,1.29,-0.8,0.96,1.2,1.45,1.53,1.91
200406,1.83,1.52,2.52,1.92,2.92,1.65,1.31,2.44,2.25,1.04
200407,-8.21,-5.76,-3.66,-4.08,-3.13,-3.69,-3.31,-1.88,-3.05,-7
200408,-2.5,-1.83,-0.12,0.77,-1.21,0.53,1.45,0.75,0.82,0.25
200409,-1.19,1.84,1.2,3.58,1.11,2.14,1,0.71,2.62,3.44
200410,2.88,3.14,1.68,3.37,1.25,0.6,1.83,1.83,1.04,-0.16
200411,6.17,3.75,5.09,4.55,3.79,7.06,4.11,3.76,5.32,5.3
200412,4.15,4.56,2.22,3.98,3.92,3.44,3.55,2.96,4.23,3.41
200501,-6.17,-4.57,-2.35,-2.62,-2.72,-0.78,-1.69,-0.76,-1.96,-6.28
200502,2.82,1.48,1.54,1.81,3.52,3.22,0.79,2.76,1.59,1.3
200503,-1.98,-0.52,-0.05,-1.5,-2.14,-0.85,-0.85,-3.35,-2.29,-1.39
200504,-2.93,-3.91,-2.32,-2.22,-3.37,-3.26,-0.49,-2.35,-2.71,-1.33
200505,4.68,5.81,3.19,4.24,4.02,3.42,2.2,2.69,4.48,6.12
200506,1.92,1.29,-0.38,2.12,0,0.62,-0.21,0.21,2.35,0.71
200507,4.38,3.63,2.91,4.34,3.24,3.34,6.24,3.06,6.03,4.52
200508,0.11,-2.01,-0.84,-1.7,-0.36,-2.24,0.23,0.1,-1.68,-1.71
200509,1.61,0.08,0.1,-0.5,-0.31,0.23,1.81,0.98,2.33,1.49
200510,-3.75,-2.19,-2.91,-0.97,-2.02,-0.32,-4.11,-0.69,-2.38,0.41
200511,2.22,3.44,4.58,4.95,1.46,2.51,3.22,5.57,4.14,5.63
200512,1.06,0.32,-1.06,-0.2,1.56,-0.1,-1.05,-0.3,0.32,0.58
200601,5.75,4.09,2.34,1.84,3.59,1.76,5.34,2.16,5.57,3.02
200602,0.81,1.14,1.12,0.14,1.56,1.02,-0.87,-0.53,-0.84,-1.01
200603,2.24,2.85,1.03,2.06,0.41,0.93,2.22,2.38,1.95,2.39
200604,1.94,0.75,1.25,0.04,0.8,1.1,1.47,1.18,0.99,1.28
200605,-1.65,-3.21,-2.6,-1.76,-2.03,-0.51,-2.65,-3.42,-5.83,-5.54
200606,1.06,-0.39,0.3,0.56,0.33,-0.63,0.1,-0.12,-0.01,0.79
200607,-1.37,0.77,-1.25,1.04,1.86,0.37,-0.97,-2.22,-0.83,-1.34
200608,4.45,5.73,2.76,2.44,2.65,3.47,0.2,1.13,1.88,0.65
200609,3.54,2.46,2.78,2.36,1.1,1.59,2.13,2.84,1.97,2.16
200610,3.12,3.47,4.34,2.76,4.76,3.38,2.71,2.09,3.51,5.15
200611,1.48,2.81,0.44,0.82,2.9,1.12,2.3,1.59,3.08,4.64
200612,2.81,0.91,2.78,2.11,1.73,2.16,0.72,0.5,-0.04,-1.73
200701,1,1.68,2.22,3.4,-0.12,1.95,2.31,1.56,2.8,2.48
200702,-2.09,-1.49,-3.16,-1.59,-1.82,-1.46,-0.69,-1.03,-0.57,-1.16
200703,0.59,0.92,0.09,0.84,2.14,-0.01,-0.26,1.46,2.1,2.65
200704,5.01,5.59,4.71,3.21,4.94,3.56,3.67,3.3,2.5,3.83
200705,3.44,3.44,2.2,4.24,3.41,2.23,3.85,3.08,4.87,5.69
200706,-0.44,-2.27,-1.73,-3.05,-1.89,-1.54,-2.1,-1,-2.09,-0.72
200707,-4.48,-3.52,-3.93,-2.4,-1.91,-4.63,-3.33,-5.06,-3.77,-1.79
200708,-0.8,1.42,2.47,0.08,1.97,1.24,1.64,0.28,2.27,1.81
200709,2.82,2.43,0.84,4.93,4.27,2.35,3.37,3.1,3.52,6.21
200710,-0.43,1.71,5.03,1.33,1.74,0.63,3.51,1.22,0.39,4.24
200711,-5.55,-2.8,-6.59,-3.56,-3.01,-2.76,-5.16,-3.71,-5.56,-5.66
200712,-2.16,-1.89,-0.13,-1.17,0.62,-1.08,-2.62,0.11,-1.91,1.8
200801,-5.59,-3.86,-7.76,-4.69,-7.21,-6.06,-2.2,-4.63,-5.05,-10.27
200802,-1.32,-1.68,-7.57,-2.6,0.56,-2.73,-3.9,-4.73,-1.28,-4.27
200803,-2.74,-0.38,-1.54,1.98,-1.33,-0.56,-0.33,-1.03,-2.25,0.59
200804,3.65,2.09,3,0.27,6.98,3.5,5.11,6.79,5.46,6.91
200805,3.06,3.58,2.48,0.02,0.97,4.63,0.37,-0.51,2.08,4.18
200806,-9.12,-8.22,-7.97,-8.92,-5.06,-9.83,-10.7,-8.22,-8.73,-8.38
200807,-4.54,1.04,1.15,1.84,0.85,-1.4,-3.52,4.05,0.76,-5.12
200808,3.92,2.76,2.63,2.03,1.86,1.63,1.07,1.73,1.06,-0.45
200809,-8.47,-11.8,-7.78,-9.19,-9.77,-6.1,-10.11,-4.12,-11.87,-15.04
200810,-19.81,-19.42,-13.12,-15.47,-18.48,-15.7,-16.17,-17.74,-17.78,-19.24
200811,-10.75,-10.94,-2.84,-6.32,-8.15,-7.4,-3.12,-11.43,-9.71,-10.15
200812,-1.95,3.82,2.58,2.44,4.94,1.14,0.54,0.54,3.41,2.57
200901,-5.81,-9.66,-9.96,-6.82,-8.12,-9.46,-8.39,-10.16,-6.65,-2.88
200902,-8.32,-9.16,-10.16,-12.86,-10.42,-10.67,-11.98,-11.06,-5.54,-6.79
200903,10.06,8.95,6.1,7.59,7.73,7.71,7.76,11.16,10.43,11.2
200904,12.45,15.37,7.35,8.48,13.51,6.65,8.18,11.02,11.31,11.92
200905,4.66,5.04,4.82,1.77,4.43,3.5,4.64,6.51,6.02,7.36
200906,4.86,-0.43,0.39,2.89,-0.02,-0.69,-1.29,0.31,0.96,0.57
200907,11.94,10.1,7.2,7.06,8.61,7.95,7.04,8.73,5.69,7.52
200908,5.33,7.55,2.68,3.94,2.65,2.19,2.98,2.36,3.36,3.14
200909,6.74,4.23,2.57,2.04,8.19,4.81,1.5,4.32,5.64,5.03
200910,-5.08,-3.39,-1.41,-1.38,-4.85,-1.7,-2.32,-2.8,-1.63,-2.12
200911,4.47,4.42,5.52,5.43,7.01,5.84,6.65,4.29,4.95,5.56
200912,5.15,2.66,0.51,2.72,2.72,3.07,1.13,4.15,3.1,4.93
201001,-5.59,-4.89,-3.72,0.25,-1.76,-3.03,-2.43,-3.59,-2.91,-6.45
201002,4.67,4.34,3.6,1.54,4.16,3.64,3,4.26,2.99,3.34
201003,7.09,8.46,6.53,4.33,7.77,5.66,5.09,5.81,4.55,7.86
201004,1.32,5.79,1.99,0.73,2.05,1.75,1.21,3.28,2.29,1.35
201005,-7.37,-7.84,-7.47,-6.67,-8.45,-6.8,-7.09,-8.03,-10.12,-8.36
201006,-9.47,-7.5,-6.17,-1.11,-6.04,-3.72,-4.26,-5.96,-7.14,-6.78
201007,6.7,9.44,6.48,8.76,8.19,6.96,7.34,7.74,5.41,5.57
201008,-6.61,-6.78,-5.82,-9.14,-5.94,-3.42,-3.92,-4.24,-2.94,-3.97
201009,11.63,11.65,7.45,9.08,9.98,7.78,9.84,8.17,10.36,10.96
201010,4.02,4.89,2.93,5.46,4.26,3.45,3.94,4.07,2.8,3.9
201011,2.14,3.79,-0.12,2.28,0.11,1.97,1.31,0.06,0.39,-0.9
201012,10.85,8.99,8.29,9.48,7.38,5.94,5.81,6.77,5.03,5.69
201101,1.31,2.43,1.95,2.52,3.9,3.53,0.76,1.19,1.86,1.23
201102,7.4,3.63,2.84,2.71,2.12,4.78,4.07,3.17,4.53,2.94
201103,0.59,0.94,0.26,0.07,0.74,1.2,0.85,-0.04,0.58,0.34
201104,1.59,2.25,3.35,0.71,3.71,3.34,3.91,3.53,3.87,1.88
201105,-2.75,-3.09,-1.38,-2.76,-1.14,-1.67,-0.72,-1.16,0.14,-1.08
201106,-3.15,-3.75,-2.57,-1.86,-1.16,-1.44,-1.73,-0.08,-1.48,-2.47
201107,-5.03,-4.01,-3.6,-2.65,-2.75,-2.93,-3.14,-1.97,-2.47,0.63
201108,-9.18,-5.04,-4.73,-6.2,-5.93,-4.69,-6.74,-5.58,-7.19,-5.87
201109,-11.25,-4.8,-5.51,-9.64,-7.08,-8.39,-7.78,-9.34,-7.5,-6.39
201110,11.75,9.31,9.49,12.83,10.93,12.85,10.7,12.47,14.59,9.7
201111,-0.92,0.28,0.85,0.31,-0.63,0.3,0.26,0.01,-0.36,-1.28
201112,1.69,4.18,1.52,1.51,0.86,0.95,1.03,0.76,-2.26,-0.36
201201,6.52,2.13,3.17,3.91,5.35,5.35,5.6,5.78,6.99,5.48
201202,4.12,4.28,3.69,6.02,3.13,3.9,1.77,4.44,5.09,5.59
201203,4.66,3.22,2.85,3.84,4.72,1.48,2.01,1.97,2.74,3.56
201204,0.14,-0.86,0.78,-1.33,-1.96,-1.16,-0.24,-0.7,-0.5,-0.95
201205,-6,-3.62,-3.38,-5.55,-6.43,-6.46,-4.92,-7.53,-9.2,-6.34
201206,4.71,4.86,4.06,4.77,3.83,3.2,3.22,2.98,3.31,4.29
201207,-0.34,-0.05,2.17,0.03,0.8,0.55,1.81,0.75,0.85,0.57
201208,5.69,3.74,0.06,1.83,1.42,1.76,1.18,2.38,3.75,5.6
201209,2.79,5.59,2.76,3.61,1.97,2.75,3.06,1.49,2.02,2.09
201210,0.13,0.39,-1.42,-1.74,-0.85,-0.48,0.05,-2.87,-3.47,-5.42
201211,0.51,1.31,1.31,1.19,0.51,-0.19,-0.06,0.71,1.29,1.35
201212,2.93,3.06,0.4,0.94,2.59,0.65,0.07,2.16,1.89,-1.42
201301,7.73,6.5,6.48,7.32,5.64,5.29,5.77,6.31,6.68,-0.2
