,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
198802,1.99,4.03,6.14,5.38,7.03,8.47,10.1,10.31,8.52,7.82
198803,-4.57,-1.88,-3.47,-1.21,-1.51,0.54,1.95,3.15,4.28,3.59
198804,1.79,0.18,0.24,1.87,0.65,1.21,2.03,1.61,0.18,0.89
198805,1.51,1.49,1.13,-1.38,-0.61,-1.05,-1.16,-1.28,-2.94,-3.29
198806,3.7,4.78,5.38,6.45,6.48,6.99,5.45,8.23,6.46,5.26
198807,-0.28,0.54,-1.42,-0.36,-2.4,-0.74,-2.83,-2.17,-1.58,-0.51
198808,-2.74,-1.99,-2.39,-2.45,-3.4,-4.06,-2.51,-4.52,-2.15,-3.19
198809,4.2,4.08,4.46,4.53,3.77,3.69,4.07,2.64,2.78,0.17
198810,3.07,4.27,1.13,1.11,-0.43,0.01,1.97,-0.38,-0.93,-2.93
198811,-1.19,-0.86,-1.1,-2.14,-2.91,-1.77,-2.14,-3.23,-4.51,-0.72
198812,1.77,1.14,0.95,2.87,2.6,3.9,3.04,3.42,5.17,1.44
198901,5.92,6.99,6.98,7.74,6.67,7.32,5.97,6.43,4.91,5.65
198902,-2.82,-2.54,-1.69,-1.91,-0.91,-0.59,1,1.51,0.38,0.15
198903,1.7,3.31,4.35,1.4,1.8,2.35,0.81,2.14,0.54,1.27
198904,4.27,5.38,6.5,6.49,4.97,4.26,4.82,5.03,5.54,0.67
198905,4.08,3.8,4.47,5.47,2.85,4.21,5.36,4.55,4.46,1.68
198906,0.76,-0.37,-0.9,-0.25,-0.35,-2.55,-1.71,-1.71,-1.74,-2.06
198907,6.16,10.74,9.98,9.23,8.42,6.76,6.96,5.05,4.31,-0.31
198908,0.51,1.87,2.44,2.76,3.6,2.97,2.97,3.44,2.73,0.26
198909,-0.75,1.23,-0.01,-0.26,-1.68,0.57,-0.43,-0.99,0.34,0.52
198910,-0.62,-1.19,-2.07,-2.59,-5.15,-4.6,-5.03,-7.07,-6.6,-9.58
198911,3.46,2.47,1.76,0.75,1.43,1.75,1.05,0.14,-0.75,-1.31
198912,4.63,2.62,1.74,0.75,0.36,-0.27,1.01,1.08,-0.98,-1.22
199001,-4.74,-7.47,-7.87,-7.44,-7.91,-7.59,-8.85,-5.77,-11.82,-10.51
199002,0.51,1.11,1.84,1.1,2.8,2.31,3.19,3.96,2.69,2.52
199003,2.14,2.5,3.25,1.75,2.83,1.16,2.91,3.54,3.28,1.54
199004,-1.3,-1.98,-3.23,-2.26,-3.41,-3.68,-5.13,-4.2,-3.1,-4.6
199005,7.88,9.89,8.08,9.29,11.14,9.68,9.64,10.36,10.04,5.99
199006,-0.23,0.18,0.24,-2.13,-1.45,-0.17,-1.78,-1.19,-0.8,0.53
199007,1.73,0.01,-1.87,-0.9,-2.66,-3.97,-4.67,-5.26,-6.39,-5.66
199008,-8.58,-7.46,-9.59,-9.16,-9.96,-10.2,-12.32,-12.14,-13.68,-15.1
199009,-2.9,-4.14,-4.46,-6.27,-5.03,-8.27,-7.99,-10.54,-9.77,-13.93
199010,3.54,-0.26,0.35,-2.37,-3.91,-2.76,-6.04,-8.43,-5.8,-8.65
199011,5.59,5.07,5.89,7.06,9.52,10.5,9.21,11.5,8.92,7.12
199012,2.37,1.9,2.55,3.07,5.17,4.79,7.51,5.5,2.58,-3.24
199101,0.61,2.27,7.32,7.46,6.6,10.88,10.57,11.04,11.61,8.19
199102,7.1,6.71,6.53,7.55,6.4,9.28,11.16,11.74,13.79,16.79
199103,2.01,3.38,2.37,1.98,4.44,3.65,3.27,4.69,8.3,7.65
199104,0.4,0.97,-0.6,0.23,0.17,0.16,-0.26,0.64,0.21,-0.77
199105,2.19,2.57,4.46,5.3,9.02,6.14,4.78,4.34,4.86,-0.59
199106,-2.56,-3,-4.35,-5.91,-6.3,-5.74,-6,-7.54,-7.02,-6.79
199107,4.4,4.98,5.24,2.31,4.02,4.82,6.55,5.01,6.27,3.87
199108,2.68,1.86,3.6,1.66,2.84,2.03,3.17,5.38,4.39,4.9
199109,0.39,-1.22,-1.3,-3.5,-1.93,-2.09,-2.42,-0.75,0.16,-1.53
199110,2.49,1.51,0.71,1.65,2.36,0.55,0.23,0.78,3.81,3.38
199111,-2.41,-3.47,-2.61,-4.7,-5.46,-6.12,-4.53,-5.75,-4.25,-7.82
199112,8.74,11.75,13.01,11.64,13.31,10.37,12.04,12.3,11.23,7.45
199201,-3.68,-3.39,-0.94,1.02,1.67,1.85,4.23,7.28,9.19,15.36
199202,-0.77,-0.2,2.23,4.22,1.11,3.85,3.58,1.99,3.95,1.2
199203,-1.42,-1.87,-1.61,-1.67,-1.75,-3.66,-3.98,-4.32,-5.88,-5.08
199204,3.74,2.4,3.17,2.06,0.29,-0.55,-2.25,-1.63,-5.03,-8.74
199205,1.16,0.53,1.04,-0.73,0.89,2.08,-0.37,-0.28,-0.6,-1.05
199206,-0.17,-1.27,-1.85,-2.38,-1.95,-3.46,-4.43,-1.8,-5.95,-6.74
199207,4.34,4.91,4.19,2.97,3.84,2.73,4.39,4.39,4.74,2.48
199208,-0.59,-1.14,-1.62,-3.14,-4.56,-2.47,-2.32,-3.95,-2.59,-5.81
199209,2.17,0.57,0.17,2.84,2.55,1.96,1.4,0.88,1.83,1.59
199210,-1.21,1.2,0.41,2.09,2.05,1.82,3.95,4.21,5.7,3.46
199211,2.22,2.24,3.61,5,5.92,6.76,6.33,7.34,10.82,7.95
199212,2.82,0.84,2.27,2.27,-2,3.04,2.91,2.17,3.7,1.97
199301,1.39,-1.12,-0.42,0,2.58,5.13,6.07,2.71,2.24,4.09
199302,3.84,1.76,0.28,1.62,-1.08,-2.47,-1.84,-1.43,-4.3,-4.9
199303,2.12,2.23,2,3.25,2.49,3.55,1.82,4.21,2.42,2.25
199304,-1.18,-2.28,-4.69,-2,-4.97,-2.82,-0.56,-4.02,-3.56,-2.5
199305,0,2.71,2.15,1.53,4.15,3.49,4.55,7.5,7.54,6.16
199306,2.53,1.75,0.02,-0.4,1.14,-1.12,-1.64,-0.27,0.53,0.02
199307,1.53,0.37,0.13,-1.38,-1.58,0.61,-0.73,-0.66,-0.34,-0.09
199308,3.27,2.24,4.38,3.47,4.5,7.6,4.23,3.99,5.84,3.65
199309,-0.23,-0.94,0,0.27,0.29,-0.25,-0.44,2.03,3.62,1.84
199310,-0.76,0.01,2.29,1.13,4.44,1.01,2.78,3.43,3.42,4.33
199311,-2.84,-2.85,-1.04,-0.09,-0.4,0.61,-2.63,-2.78,-1.54,-3.92
199312,3.2,0.88,0.56,2.63,0.61,2.25,2.53,4.29,3.46,0.54
199401,2.54,1.28,3.16,4.31,4.1,3.42,2.86,2.73,4.67,4.32
199402,-3.31,-2.66,-3.89,-1.35,-2.05,-3.23,0.21,-0.05,-1.1,-0.39
199403,-3.67,-3.68,-4.53,-4.91,-2.91,-5.88,-4.29,-6.91,-4.91,-8.17
199404,1.86,2.44,1.69,0.64,-1.51,1.07,2.7,-0.51,-1.57,-2.9
199405,0.83,1.17,2.86,0.92,0.36,2.13,-0.69,1.17,-1.29,-1.81
199406,-2.71,-1.65,-2.88,-1.44,-2.64,-2.33,-3.41,-1.45,-5.06,-6.57
199407,3.11,3.53,2.87,3.48,1.24,4.46,2.89,4.1,2.82,1.54
199408,3.43,2.86,2.51,5.18,3.03,4.47,6.86,7.31,7.74,8
199409,-2.87,-2.71,-1.18,-3.57,-2.9,-1.21,-1.39,-1.13,0.03,0.67
199410,2.47,1.8,0.24,0.66,2.03,2.9,0.66,2.84,3.18,1.65
199411,-3.45,-2.83,-3.98,-2.4,-5.03,-4.81,-4.43,-5.48,-2.99,-3.82
199412,0.92,2.74,2.05,0.26,0.8,3.55,1.09,-0.63,0.99,-1.11
199501,4.38,3.73,1.94,2.19,1.29,-0.39,1.46,-1.1,0.41,0.16
199502,2.56,3.38,4.41,4.93,5.52,6.17,4.87,4.04,3.95,3.18
199503,1.73,1.78,3.32,2.79,3.76,3.36,3.12,2.67,3.97,2.43
199504,2.73,3.25,1.96,3.11,3.09,2.17,1.6,1.03,1.99,2.01
199505,3.81,3.88,4.36,3.33,4.24,2.36,3.8,1.19,2.99,0.81
199506,-0.09,1.95,1.92,2.37,4.69,1.7,5.25,7.09,8.91,8.75
199507,1.85,1.83,4.66,3.62,4.19,6.23,4.67,5.88,8.63,8.39
199508,1.73,1.92,0.48,-0.26,0.67,1.58,1.01,0.33,0.97,1.82
199509,4.97,7.48,5.65,1.64,1.76,1.85,1.01,1.45,3.52,1.43
199510,0.94,1.08,-1.14,-3.21,-1.06,-2.63,0.2,0.05,-2.62,-6.07
199511,3.53,5.82,5.29,6.29,4.71,3.91,0.5,3.59,4.9,1.38
199512,3.83,3.88,2.87,0.45,1.14,1.26,0.06,0.37,-3.61,-2.13
199601,2.88,2.35,3.73,4.05,2.88,3.43,2.98,0.47,1.47,-0.53
199602,-0.35,0.85,1.45,0.14,0.93,3.77,2.09,6.14,3.94,3.16
199603,0.79,0.99,2,0.96,1.82,1.57,2.3,-0.46,0.63,0.01
199604,-1.54,-0.05,0.19,1.45,1.62,2.24,5.5,4.55,7.88,12.45
199605,4.25,2.18,1.28,1.99,3.21,2.66,2.5,2.19,4.68,4.73
199606,2.92,1.14,0.49,-0.31,0.77,-1.41,-2.28,-2.78,-5.29,-8.68
199607,-2.56,-4.5,-4.27,-3.85,-4.31,-4.59,-8.05,-7.39,-10.3,-14.86
199608,1.79,3.99,0.1,3.33,3.49,2.72,4.41,6.22,4.81,6.39
199609,4.55,5.57,5.01,6.1,4.2,5.41,5.46,5.26,6.39,7.65
199610,4.62,3,3.12,2.51,1.61,-0.83,-0.61,-0.56,-2.54,-6.21
199611,6.58,6.48,8.24,6.2,6.54,6.3,6.36,8.62,6.58,3.37
199612,-1.19,-1.63,-2.3,-0.6,-0.5,-0.92,0.38,-3.37,-0.26,-2.09
199701,4.84,5.27,6.14,8.44,4.21,2.61,6.36,5.94,4.69,4.7
199702,2.6,2.08,2.04,2.57,0.05,-3.33,0.23,-4.14,-5.14,-7.17
199703,-2.33,-3.19,-4.3,-5.51,-5.68,-2.19,-4.81,-4.89,-5.83,-8.98
199704,3.35,5.39,6.53,5.19,7.46,6.93,1.53,3.39,1.57,-2.6
199705,6.15,4.88,5.34,5.31,5.73,6.4,6.97,11.64,13.22,15.56
199706,4.88,5.49,4.63,5.4,4.66,3.06,4.9,4.07,2.8,3.11
199707,8.47,7.24,5,6.38,12.79,5.57,8.23,10.48,10.11,8.05
199708,-7.42,-5.12,-5.66,-3.97,-4.71,-1.49,-3.49,-0.74,0.83,2.78
199709,6.28,6.38,5.09,4.87,5.12,7.21,5.81,5.55,6.06,6.48
199710,-1.21,-2.71,-2.36,-2.24,-3.34,-3.19,-2.64,-5.68,-7.54,-7.02
199711,5.71,5.88,4.98,3.69,2.01,5.17,4.31,-0.13,-2.34,-3.52
199712,3.71,5.13,1.97,1.45,2.2,0.14,-2.54,1.39,0.14,-3.43
199801,-0.61,0.2,-1.97,3.27,1.71,1.96,1.85,1.67,1.29,-1.05
199802,5.45,7.75,7.67,7.48,7.62,7.59,8.38,6.22,8.38,9.12
199803,7.51,4.69,5.49,3.46,3.4,5.81,7.81,3.26,5.49,3.02
199804,-0.35,0.08,0.36,2.9,1.27,3.74,-2.35,2.57,2.03,3.69
199805,-1.95,-2.11,0.13,0.62,-2.21,-3.83,-1.24,-7.94,-6.05,-8.24
199806,4.09,2.17,2.98,2.75,7.52,4.72,4.63,3.77,2.15,0.54
199807,-2.75,-4.94,-1.37,-2.29,2.06,-1.37,-1.78,0.45,-4.73,-5.97
199808,-9.12,-13.6,-16.06,-14.41,-14.74,-15.16,-16.07,-18.69,-22.82,-26.54
199809,1.73,7.59,7.05,5.66,4.01,5.74,10.78,7.36,12.57,10.37
199810,3.1,7.46,7.77,7.88,6.19,10.31,10.7,9.06,7.27,7.44
199811,6.98,6,5.35,4.12,7.59,6.52,7.05,7.93,9.39,8.04
199812,4.95,6.81,3.41,8.14,6.32,9.08,6.61,8.53,8.16,8.1
199901,-2.51,-0.11,4.56,4.13,3.95,9.01,4.61,6.08,8.59,15.42
199902,-2.89,0.94,-6.01,-1.35,-4.76,-3.23,-4.64,-6.06,-8.45,-7.98
199903,3.66,2.44,3.95,4.06,0.77,2.67,5.85,1.39,12.4,10.19
199904,-0.43,4.84,1.02,8.09,4.17,8.51,6.24,2.14,6.01,12.17
199905,-2.51,-3.31,-2.85,2.73,-1.73,-1.1,-1.12,-4.25,-0.06,-4.26
199906,3.23,5.71,4.11,4.19,4.44,7.72,5.43,2.49,10.74,7.55
199907,-2.21,-3.4,-3.19,-3.95,-4.22,-0.47,-2.84,-1.16,-4.22,-5.39
199908,-1.07,0,-0.81,-4.6,-0.77,0.73,-3.43,2.59,0.43,-0.58
199909,-0.66,-3.86,-4.39,-2.7,-2.29,-5.06,-2.96,0.05,-0.77,4.09
199910,10.48,5.43,9.75,4.45,4.23,4.9,-1.36,5.44,11.41,8.81
199911,-4.03,1.58,-1.18,2.66,-2.13,7.58,5.46,8.65,12.67,17.19
199912,7.68,5.55,4.03,1.9,3.7,7.77,10.13,7.33,18.9,24.28
200001,-7.51,-3.83,-1.44,-9.12,-8.12,-2.16,1.56,3.43,-5.37,-3.71
200002,-4.32,-8.35,-5.72,-11.49,-4.72,-1.99,6.16,11.68,27.32,24.99
200003,14.06,10.41,13.32,10.54,12.44,10.77,9.18,3.86,1.65,-13.27
200004,2.09,3.53,-3.08,0.56,-6.81,-2.75,-1.37,-6.91,-9.49,-19.86
200005,0.75,3.82,2.27,-1.87,-2.93,-5.09,-2.68,-8.37,-7.18,-14.14
200006,-1.27,-4.61,-2.27,-1.33,5.58,3.41,7.97,3.66,8.45,24.14
200007,-1.09,3.81,-2.1,3.81,-2.96,0.68,-3.09,-4.04,-6.38,-7.88
200008,4.55,8.61,3.12,6.23,3.2,6.54,4.92,9.06,13.33,14.12
200009,3.92,-10.39,-5.03,2.48,-4.52,0.21,-8.34,-7.08,-11.19,-8.06
200010,0.13,-1.85,4.35,-0.05,2.22,-2,-2.76,-2.9,-5.36,-15
200011,1.95,-3.93,-2.9,-3.58,0.9,-10.59,-11.62,-16.59,-20.86,-31.44
200012,6.55,2.47,2.69,4.16,3.35,8,-3.33,-3.07,-0.84,-1.07
200101,-6.38,-4.11,-5.74,-3.99,2.85,4.93,9.03,10.78,15.21,17.36
200102,0.49,-1.68,0.41,-2.74,-0.4,-7.29,-16.27,-18.39,-24.14,-33.03
200103,-3.07,-3.47,-5.7,-3.75,-3.4,-5.56,-9.6,-7.26,-13.51,-21.18
200104,5.79,4,6,3.7,5.06,13.09,10.16,9.38,14.19,22.37
200105,3.3,1.81,3.54,1.05,0.95,2.31,2.79,1.59,-2.91,-3.55
200106,-2.96,-0.61,-2.07,-3.44,-1.21,-2.72,-3.79,0.06,2.32,-1.55
200107,0.39,-3.63,3.79,0.69,1.19,-0.22,-4.15,-3.42,-7.04,-13.48
200108,-2.04,-3.44,-5.9,-6.32,-6.12,-6.28,-9.81,-8.07,-9.69,-15.72
200109,-4.33,-2.85,-6.42,-9.15,-6.53,-10.75,-16.9,-17.54,-18.74,-25.26
200110,0.26,2.01,-1.35,1.65,1.54,1.43,7.1,6.26,10.94,19.53
200111,3.71,4.07,6.85,12.25,7.66,10.55,8.2,9.74,16.75,13.17
200112,3.18,-0.52,3.77,1.68,0.47,4.9,0.98,-0.54,1.99,5.18
200201,-0.64,-0.85,-1.63,1.24,-2,-5.94,3.61,-2.01,-4.26,-5.46
200202,1.29,-0.32,1.37,-0.1,-6.93,0.05,-5.29,-4.26,-14.04,-15.13
200203,3.89,3.29,1.61,4.94,2.97,5.61,5.63,6.57,8.48,16.09
200204,-2.36,-6.02,-3.5,-4.49,-2.3,-2.47,-6.73,-5.25,-12.97,-12.87
200205,0,-1.36,-0.78,1.55,-0.45,-0.69,-2.41,-1.42,-6.18,-10.49
200206,-4.12,-4.81,-3.92,-4.66,-11.99,-8.86,-8.15,-10.24,-11.54,-20.38
200207,-5.92,-5.52,-7.92,-5.33,-10.49,-10.11,-9.1,-10.84,-8.66,-17.87
200208,2.16,0.12,-0.33,2.05,0.84,0.85,1.29,-1.88,-0.9,1.29
200209,-8.47,-11.53,-7.56,-8.42,-8.32,-10.47,-12.73,-8.32,-15.47,-17.62
200210,4.51,5.5,7.51,7.5,8.63,11.45,9.57,9.3,12.78,11.48
200211,0.64,2.64,3.93,3.02,5.15,9.54,6.09,18.99,16.76,28.36
200212,-1.71,-4.48,-5.15,-5.07,-3.02,-5.58,-8.36,-8.25,-13.12,-13.69
200301,-2.43,-3.02,-3.09,-2.08,-4.03,-4.23,-1.48,-2.03,-0.52,2.11
200302,-1.93,-1.26,-0.29,-2.26,-2.91,-5.18,-2.47,0.84,-3.22,-5.45
200303,1.43,2.72,0.63,-1.76,1.1,2.95,0.47,-2.13,2.26,1.77
200304,8.29,5.64,6.99,9.37,8.14,7.38,11.03,11.04,14.28,17.85
200305,2.8,3.68,4.63,4.66,7.84,7.1,7.77,15.01,16.29,21.46
200306,0.35,2.06,-0.02,1.96,2.35,2.31,1.3,1.98,3.67,4.02
200307,2.34,1.33,0.86,0.68,2.27,5.59,4.1,1.49,5.08,8.4
200308,1.77,-1.02,-1.08,4.19,2.77,6.71,5.06,8.02,7.02,5.83
200309,-0.57,1.34,-1.86,-3.22,-3.43,-1.43,-1.24,-2.63,-2.58,-0.33
200310,5.03,2.36,4.98,6.47,6.95,10.13,9.9,9.22,9.87,12.26
200311,0.24,2,0.63,-0.66,2.04,1.9,2.16,3.06,3.54,3.42
200312,4.62,5.02,4.22,5.37,6.49,5,2.08,1.25,1.74,1.49
200401,1.15,1.35,1.68,1.69,2.67,2.39,2.09,3.56,5.45,9.35
200402,2.02,1.47,1.69,1.7,1.5,-0.26,1.99,2.23,0.69,-0.48
200403,-1.39,-2.5,-1.98,0.77,0.81,-1.65,0.04,-0.83,-1.06,-1.22
200404,-0.4,-1.1,-0.53,-1.14,-1.77,-1.45,-4.71,-4.7,-5.07,-7.75
200405,1.56,-0.54,-0.43,1.78,2.89,2.26,1.1,3.11,2.61,3.95
200406,1.51,0.85,3.11,2.9,1.36,2.2,3.13,3.33,1.37,2.09
200407,-1.71,-2.04,-2.32,-6,-4.94,-4.44,-6.26,-6.5,-9.51,-12.25
200408,2.22,0.95,-0.88,0.77,0.57,-0.58,-3.85,-0.59,-2.58,-4.12
200409,-0.44,0.25,1.58,1.66,5.3,4.94,2.4,5.64,5.32,4.78
200410,0.49,1.49,0.74,1.43,2.02,2.64,2.1,4.09,3.68,1.08
200411,3.18,4.26,3.47,5.04,5.21,5.59,6.57,5.88,7.57,7.73
200412,2.94,3.8,3.13,2.44,4.68,3.54,3.55,3.82,4.85,7.19
200501,-1.73,-2.5,-0.87,-1.98,-2.72,-4.01,-3.82,-1.22,-5.99,-5.75
200502,1.6,0.91,2.98,2.4,2.51,2.12,2.52,1.03,5.21,0.89
200503,-1.69,-1.88,-2.34,0.38,-0.44,-1.2,-1.26,-1.21,-3.04,-4.97
200504,-0.13,-0.68,-3.9,-3.68,-2.29,-4.34,-3.95,-4.1,-5.54,-4.36
200505,1.44,3.57,5.21,2.18,3.83,5.53,6.57,8.2,6.23,8.48
200506,-1.6,0.16,1.28,2.54,1.75,1.92,4.88,2.3,2.6,3.21
200507,1.55,3.1,4.45,7.58,4.72,4.22,6.86,7.83,7.39,7.51
200508,-0.83,-1.64,-1.07,-3.02,1.41,1.14,0.72,-0.74,-1.79,-1.78
200509,-0.08,0.87,0.35,-0.97,1.38,1.55,4.18,1.87,1.55,0.66
200510,0.52,-4.26,0.23,-2.9,-2.61,-1.99,-5.41,-1.63,-3.49,-3.66
200511,4.03,3.25,3.88,3.26,2.21,3.65,5.58,5.81,4.86,5.6
200512,-0.58,0.77,-1.6,0.21,1.78,-1.16,1.3,0.4,2.15,1.9
200601,0.59,2.57,0.96,2.05,0.49,4.36,7.92,10.25,8.78,10.86
200602,1.81,0.66,0.92,1.73,0.9,0.13,-1.55,-4.83,-4.8,-2.04
200603,1.15,1.52,0.8,2.23,3.39,0.66,0.06,4.57,4.12,4.48
200604,2.92,-0.36,1.31,-0.49,-0.53,-2.03,2.11,1.71,3.86,1.71
200605,-1.07,-2.22,-3.24,-2.59,-3.79,-4.73,-4.14,-3.64,-7.21,-7.46
200606,-0.18,1.17,-1.34,0.48,0.48,0.31,0.42,1.04,-0.96,-0.34
200607,2.55,2.24,-0.09,-1.8,-4.41,-1.81,-1.6,-1.58,-5.06,-8.44
200608,2.75,1.48,2.79,2.43,2.59,2.69,2.43,0.79,2.76,4.3
200609,2.83,2.14,2.36,4.02,1.08,3.68,0.53,1.2,1.4,0.74
200610,2.38,2.32,4.83,4.32,3.21,2.58,4.16,6.39,5.07,5.25
200611,0.59,1.17,0.15,3.65,1.02,3.91,3.17,3.18,6.76,4.57
200612,3.27,2.3,1.05,2.15,0.78,0.25,-0.38,-3.03,-1.31,-1.62
200701,0.26,1.22,3.87,1.09,3.28,1.66,2.89,2.89,3.35,2.01
200702,-1.47,-2.58,-1.56,-2.2,-1.76,-0.46,-1.38,-0.05,0.18,-1.84
200703,0.18,0.87,1.25,1.48,1.17,2.03,0.98,1.57,3.42,0.79
200704,3.68,3.21,4.7,3.86,4.98,4.17,3.18,4.27,3.7,2.81
200705,2.37,3.19,3.84,5.02,5.44,3.95,3.42,4.43,5.05,3.42
200706,-2.28,-1.25,-1.96,-0.72,-2.33,-0.79,-1.38,-1.1,-0.79,-0.89
200707,-3.22,-3.16,-3.12,-2.83,-4.62,-2.33,-3.2,-2.97,-6.41,-3.83
200708,2.85,2.04,0.48,0.64,1.5,-0.55,0.97,0.16,-0.99,-0.22
200709,3.98,3.27,2.82,2.86,1.82,1.87,6.8,4.53,4.72,3.66
200710,1.34,1.76,3.14,2.64,1.8,3.42,1.26,6.96,2.59,0.55
200711,-2.5,-2.88,-4.36,-6.33,-5.94,-6.1,-7.74,-7.32,-9.23,-12.12
200712,-0.25,-1.71,-0.9,0.36,-0.17,0.92,-2.7,-2.05,-0.81,-1.21
200801,-5.13,-5.91,-4.95,-6.34,-8.37,-6.97,-5.61,-8.72,-5.8,-10.54
200802,-2.29,-2.17,-2.55,-6.02,-3.62,-3.07,0.48,-2.48,-5.19,-8.17
200803,1.21,-0.47,-2.2,-1.65,2.85,-2.75,-3,-4.85,-3.5,-5.72
200804,2.2,4.09,2.39,6.94,6.12,9.14,9.18,5.77,8.27,6.04
200805,0.85,2.85,2.52,1.48,1.99,-0.25,3.39,5.42,4.09,1.87
200806,-7.47,-7.35,-8.62,-9.02,-12.34,-8.19,-8.99,-7.56,-5.86,-8.76
200807,1.82,-0.7,2.29,4.38,-2.2,-2.25,-9.7,-8.29,-7.22,-0.85
200808,2.36,2.67,3.07,0.86,1.09,2.2,1.44,-1.41,-2.85,-3.38
200809,-3.79,-7.72,-9.36,-6,-9.53,-13.71,-13.77,-16.87,-18.24,-27.21
200810,-11.7,-14.84,-19.58,-15.36,-18.42,-24.65,-21.49,-23.27,-26.43,-19.27
200811,-3.7,-3.37,-6.81,-9.97,-11.31,-16.82,-10.58,-13.58,-14.16,-19.71
200812,0.92,2.59,3.43,-0.59,-0.29,3.14,8.57,3.42,2.46,3.55
200901,-7.02,-5.29,-8.26,-12.88,-8.83,-8.49,-7.27,-7.6,-15.52,-2.25
200902,-8.49,-8.63,-8.71,-11.22,-13.96,-9.31,-10.91,-14.55,-18.13,-19.73
200903,5.25,7.52,11.16,9.29,12.61,12.08,11.01,18.96,17.57,20.82
200904,3.41,5.83,10.38,13.75,14.2,15.07,18.81,30.46,31.81,32.51
200905,3.63,3.45,1.86,5.48,7.66,6.16,10.69,13.18,15.34,15.73
200906,1.01,2.25,2.13,-2.11,-3.3,-0.08,-2.07,-1.78,1.31,-0.33
200907,5.94,8.85,6.3,8.43,8.19,7.83,7.93,15,16.15,13.37
200908,1.12,2.26,4.27,3.03,5.17,4.08,7.25,5.02,10.13,17.4
200909,2.14,3.64,5.34,4.44,6.3,4.77,6.75,6.85,7.65,7.15
200910,0.53,-1.17,-1.54,-5.14,-3.1,-5.04,-4.93,-6.71,-11,-15.09
200911,5.8,5.1,5.77,6.72,4.37,7.14,5.88,4.61,4.93,5.2
200912,0.59,2.39,3.02,4.11,2.39,6.15,6.91,0.57,8.5,5.26
201001,-2.1,-5.07,-3.87,-2.12,-4.07,-2.24,-2.9,-4.36,-2.02,-4.42
201002,2.45,2.66,3.7,2.89,5.07,4.32,3.09,6.14,6.79,4.97
201003,3.92,5.66,6.36,9.2,5.92,7.83,9.6,9.46,10.01,7.95
201004,0.79,1.4,1.43,3.56,3.9,0.53,4.53,3.02,5.43,7.48
201005,-7.29,-8.94,-6.36,-8.86,-8.53,-7.72,-7.82,-8.95,-6.24,-10.9
201006,-2.2,-7.08,-4.38,-6.7,-6.85,-8.65,-8.63,-7.41,-9.33,-11.03
201007,6.56,5.89,7.5,7.03,6.66,7.9,8.36,8.25,10.63,8.85
201008,-2.65,-3.6,-6.81,-5.06,-7.46,-5.68,-6.1,-5.92,-3.31,-7.74
201009,7.13,8.29,9.73,9.67,12.03,12.42,12.24,13.25,12.76,14.28
201010,2.84,3.13,3.98,5.5,4.61,4.15,3.83,7.41,3.26,4.18
201011,-0.46,-0.31,-0.05,2.32,3.46,-1.5,1.5,4.99,2.99,2.73
201012,4.47,7.23,7.21,8.18,8.44,6.88,9.58,8.83,6.29,5.98
201101,1.86,1.06,3.97,2.45,3.38,-0.33,4.02,2.7,-0.83,-0.58
201102,3.42,3.43,2.73,3.88,4.2,5,4.5,4.05,1.38,2.92
201103,0.67,-0.34,1.25,-1.03,1.29,1.55,1.3,0.81,1.15,0.35
201104,3.01,3.48,2.89,3.53,2.49,3.26,1.95,1.52,1.47,3.24
201105,0.25,-2.06,-1.29,-0.49,-1.82,-2.09,-1.79,-1.88,-3.23,-1.21
201106,-1.5,-1.38,-1.97,-1.65,-2.39,-0.91,-1.86,-2.23,-3.09,-3.07
201107,-2.38,-3.38,-4.01,-0.69,-0.88,0.04,-2.59,-2.85,-1.67,-3.36
201108,-1.77,-4.39,-7.17,-6.68,-8.38,-10.65,-8.69,-8.56,-9.78,-11.62
201109,-3.9,-5.28,-8.28,-10.71,-8.54,-11.66,-10.74,-14.58,-13.2,-14.74
201110,7.08,10.6,12.26,16.08,16.31,14.91,16.06,17.45,13.04,11.58
201111,1.31,0.52,-0.14,-1.39,-1.17,-1.87,-1.21,-3.18,-6.2,-1.93
201112,3.18,2.53,-0.09,-0.27,-1.99,-1.93,-2.72,-4.26,-1.89,-2.12
201201,0.61,2.92,7.1,6.34,8.42,8.35,11.62,9.66,9.08,13.92
201202,2.22,2.95,8.19,4.19,4.16,3.8,4.66,7.57,5.33,6.81
201203,3.01,4.16,3.65,2.78,2.51,3.81,1,2.71,1.38,0.3
201204,0.34,-0.55,-0.22,-1.03,-2.45,-2.16,-4.1,0.42,-0.81,-5.65
201205,-3.14,-6.41,-7.89,-4.64,-8.5,-8.59,-7.1,-8.9,-10.5,-9.17
201206,5.37,4.34,3.55,2.36,2.83,0.75,3.08,5.09,5.38,2.38
201207,1.88,1.19,-0.36,2.14,1.42,-2.23,0.17,-0.32,-1.72,-3.55
201208,-0.48,1.67,2.17,5.68,3.72,4.65,5.89,5.9,4.11,4.49
201209,2.79,2.12,1.91,4.66,2.95,3.14,3.03,3.04,2.01,3.93
201210,-1.63,-0.56,-0.52,-3.42,0.1,-4.55,-2.52,-1.8,-4.15,-3.56
201211,-0.24,0.29,0.93,0.73,1.29,2.68,2.41,2.61,0.82,3.58
